,timestamp,x,y,z
6638,2024-08-07 01:16:58,1.1597,3.9062,-8.8501
6639,2024-08-07 01:16:58,1.1597,2.9297,-5.5542
6640,2024-08-07 01:16:59,1.1597,1.9531,-3.9062
6641,2024-08-07 01:16:59,1.2207,0.9766,-2.1362
6642,2024-08-07 01:16:59,0.9766,-0.3662,1.9531
6643,2024-08-07 01:16:59,0.7935,-0.9155,4.0894
6644,2024-08-07 01:16:59,0.6714,-1.4038,6.2866
6645,2024-08-07 01:16:59,0.4272,-2.4414,10.1318
6646,2024-08-07 01:16:59,0.4272,-2.9907,11.7798
6647,2024-08-07 01:17:00,0.4883,-3.6621,13.2446
6648,2024-08-07 01:17:00,0.6104,-4.7607,16.2964
6649,2024-08-07 01:17:00,0.6714,-5.188,17.9443
6650,2024-08-07 01:17:00,0.6104,-5.5542,21.3013
6651,2024-08-07 01:17:00,0.5493,-6.5308,22.8271
6652,2024-08-07 01:17:00,0.5493,-7.019,24.231
6653,2024-08-07 01:17:00,0.5493,-7.9956,26.5503
6654,2024-08-07 01:17:01,0.6714,-8.3618,27.4048
6655,2024-08-07 01:17:01,0.6714,-8.5449,28.1372
6656,2024-08-07 01:17:01,0.5493,-8.606,29.6631
6657,2024-08-07 01:17:01,0.4883,-8.9722,30.3345
6658,2024-08-07 01:17:01,0.3662,-9.1553,31.0059
6659,2024-08-07 01:17:01,0.2441,-9.7046,31.7993
6660,2024-08-07 01:17:01,0.1831,-9.8877,31.8604
6661,2024-08-07 01:17:02,0.061,-10.0708,31.5552
6662,2024-08-07 01:17:02,-0.1831,-9.3384,31.1279
6663,2024-08-07 01:17:02,-0.3052,-9.2163,30.6396
6664,2024-08-07 01:17:02,-0.4883,-8.9111,30.3345
6665,2024-08-07 01:17:02,-0.7935,-8.9722,29.2358
6666,2024-08-07 01:17:02,-0.9766,-8.728,28.6865
6667,2024-08-07 01:17:02,-1.0986,-8.4839,28.0151
6668,2024-08-07 01:17:03,-1.4648,-7.5073,26.062
6669,2024-08-07 01:17:03,-1.5259,-7.1411,24.9023
6670,2024-08-07 01:17:03,-1.5259,-6.958,23.3765
6671,2024-08-07 01:17:03,-1.5259,-6.2866,20.5078
6672,2024-08-07 01:17:03,-1.4648,-5.8594,18.9209
6673,2024-08-07 01:17:03,-1.5259,-5.249,17.5171
6674,2024-08-07 01:17:04,-1.5259,-4.1504,14.3433
6675,2024-08-07 01:17:04,-1.4038,-3.6621,12.6953
6676,2024-08-07 01:17:04,-1.2817,-3.2349,10.8643
6677,2024-08-07 01:17:04,-0.9766,-2.1362,7.1411
6678,2024-08-07 01:17:04,-0.7324,-1.5259,5.0659
6679,2024-08-07 01:17:04,-0.5493,-0.8545,3.1128
6680,2024-08-07 01:17:04,-0.1831,0.4272,-0.6104
6681,2024-08-07 01:17:05,0.0,0.9766,-2.4414
6682,2024-08-07 01:17:05,0.1221,1.4648,-4.2114
6683,2024-08-07 01:17:05,0.4272,2.5024,-7.8125
6684,2024-08-07 01:17:05,0.5493,3.2349,-9.6436
6685,2024-08-07 01:17:05,0.6714,3.8452,-11.4746
6686,2024-08-07 01:17:05,0.7324,5.0659,-14.8315
6687,2024-08-07 01:17:05,0.7324,5.5542,-16.4185
6688,2024-08-07 01:17:06,0.7935,5.9204,-17.8223
6689,2024-08-07 01:17:06,0.6714,6.897,-20.5078
6690,2024-08-07 01:17:06,0.6104,7.3853,-21.7285
6691,2024-08-07 01:17:06,0.5493,7.8125,-22.8882
6692,2024-08-07 01:17:06,0.5493,8.667,-25.1465
6693,2024-08-07 01:17:06,0.5493,9.0332,-26.123
6694,2024-08-07 01:17:07,0.5493,9.3994,-26.9165
6695,2024-08-07 01:17:07,0.5493,9.9487,-28.4424
6696,2024-08-07 01:17:07,0.4883,10.2539,-28.8086
6697,2024-08-07 01:17:07,0.4883,10.498,-29.1748
6698,2024-08-07 01:17:07,0.4883,11.1694,-29.1138
6699,2024-08-07 01:17:07,0.6104,10.9253,-29.1138
6700,2024-08-07 01:17:08,0.6714,11.4136,-28.6865
6701,2024-08-07 01:17:08,0.6714,11.5967,-28.3813
6702,2024-08-07 01:17:08,0.9155,11.1694,-28.2593
6703,2024-08-07 01:17:08,1.4038,9.8877,-28.0151
6704,2024-08-07 01:17:08,1.4648,9.8877,-27.2827
6705,2024-08-07 01:17:08,1.4038,10.0708,-26.1841
6706,2024-08-07 01:17:08,1.2817,10.2539,-23.7427
6707,2024-08-07 01:17:09,1.1597,10.1929,-22.2778
6708,2024-08-07 01:17:09,1.1597,9.7656,-20.813
6709,2024-08-07 01:17:09,1.4038,7.8735,-18.4937
6710,2024-08-07 01:17:09,1.5259,7.2021,-17.395
6711,2024-08-07 01:17:09,1.5259,7.0801,-16.2354
6712,2024-08-07 01:17:09,1.4038,6.897,-13.5498
6713,2024-08-07 01:17:10,1.3428,6.5308,-11.9019
6714,2024-08-07 01:17:10,1.2207,5.9814,-10.1318
6715,2024-08-07 01:17:10,0.9766,4.2114,-6.1035
6716,2024-08-07 01:17:10,0.9155,3.1738,-4.1504
6717,2024-08-07 01:17:10,0.8545,2.2583,-2.2583
6718,2024-08-07 01:17:10,0.5493,1.2817,1.5259
6719,2024-08-07 01:17:10,0.4272,0.9766,3.2349
6720,2024-08-07 01:17:11,0.3662,0.6714,4.8828
6721,2024-08-07 01:17:11,0.3662,-0.5493,8.1177
6722,2024-08-07 01:17:11,0.3662,-1.4038,9.8267
6723,2024-08-07 01:17:11,0.4272,-2.3193,11.5356
6724,2024-08-07 01:17:11,0.3662,-3.6621,15.1367
6725,2024-08-07 01:17:11,0.4272,-4.0894,16.7236
6726,2024-08-07 01:17:11,0.4883,-4.5166,18.3716
6727,2024-08-07 01:17:11,0.6714,-5.4321,20.9351
6728,2024-08-07 01:17:12,0.7324,-5.9814,22.1558
6729,2024-08-07 01:17:12,0.9155,-6.5308,23.1934
6730,2024-08-07 01:17:12,0.9766,-7.5684,25.2075
6731,2024-08-07 01:17:12,0.9155,-7.8735,26.2451
6732,2024-08-07 01:17:12,0.7935,-7.9956,27.2217
6733,2024-08-07 01:17:12,0.5493,-8.606,28.7476
6734,2024-08-07 01:17:13,0.4272,-8.7891,29.2969
6735,2024-08-07 01:17:13,0.3052,-9.1553,29.6021
6736,2024-08-07 01:17:13,0.1221,-9.8877,29.7241
6737,2024-08-07 01:17:13,0.061,-10.1929,29.541
6738,2024-08-07 01:17:13,-0.1221,-10.1929,29.48
6739,2024-08-07 01:17:13,-0.5493,-9.6436,29.2358
6740,2024-08-07 01:17:13,-0.8545,-9.3994,29.0527
6741,2024-08-07 01:17:13,-1.0376,-9.8877,28.2593
6742,2024-08-07 01:17:14,-1.2207,-10.1929,27.5879
6743,2024-08-07 01:17:14,-1.2817,-10.1318,26.7944
6744,2024-08-07 01:17:14,-1.5869,-8.8501,25.0244
6745,2024-08-07 01:17:14,-1.709,-8.0566,23.9258
6746,2024-08-07 01:17:14,-1.6479,-7.6294,22.644
6747,2024-08-07 01:17:14,-1.4648,-7.6904,19.7754
6748,2024-08-07 01:17:14,-1.2817,-7.8125,18.3105
6749,2024-08-07 01:17:15,-1.2207,-7.5684,16.9067
6750,2024-08-07 01:17:15,-1.1597,-6.0425,14.1602
6751,2024-08-07 01:17:15,-1.0986,-5.249,12.6953
6752,2024-08-07 01:17:15,-0.9766,-4.5776,11.1084
6753,2024-08-07 01:17:15,-0.6714,-3.6011,7.6904
6754,2024-08-07 01:17:15,-0.4272,-3.1738,5.8594
6755,2024-08-07 01:17:15,-0.1831,-2.8076,4.0283
6756,2024-08-07 01:17:16,0.1831,-1.4648,0.3662
6757,2024-08-07 01:17:16,0.3052,-0.6104,-1.4648
6758,2024-08-07 01:17:16,0.4883,0.1221,-3.2959
6759,2024-08-07 01:17:16,0.7324,1.4648,-6.7749
6760,2024-08-07 01:17:16,0.7324,2.1362,-8.4229
6761,2024-08-07 01:17:16,0.7324,2.7466,-9.9487
6762,2024-08-07 01:17:16,0.7324,3.7231,-13.0615
6763,2024-08-07 01:17:16,0.7324,4.1504,-14.6484
6764,2024-08-07 01:17:17,0.6104,4.6997,-16.0522
6765,2024-08-07 01:17:17,0.3662,5.9204,-18.7988
6766,2024-08-07 01:17:17,0.3052,6.6528,-20.1416
6767,2024-08-07 01:17:17,0.1831,7.3242,-21.4233
6768,2024-08-07 01:17:17,-0.061,8.4839,-23.4985
6769,2024-08-07 01:17:17,-0.061,8.728,-24.4141
6770,2024-08-07 01:17:17,-0.1221,8.9722,-25.1465
6771,2024-08-07 01:17:18,-0.1831,9.7046,-26.2451
6772,2024-08-07 01:17:18,-0.1221,10.1929,-26.6724
6773,2024-08-07 01:17:18,-0.061,10.6812,-27.0386
6774,2024-08-07 01:17:18,0.1221,11.5356,-27.5879
6775,2024-08-07 01:17:18,0.3052,11.7188,-27.71
6776,2024-08-07 01:17:18,0.5493,11.7188,-27.5879
6777,2024-08-07 01:17:18,0.9766,11.5356,-27.1606
6778,2024-08-07 01:17:19,1.1597,11.5356,-26.6724
6779,2024-08-07 01:17:19,1.2817,11.5967,-26.2451
6780,2024-08-07 01:17:19,1.5869,11.7798,-25.0244
6781,2024-08-07 01:17:19,1.709,11.7188,-24.353
6782,2024-08-07 01:17:19,1.8921,11.2305,-22.7661
6783,2024-08-07 01:17:19,1.9531,10.8643,-21.8506
6784,2024-08-07 01:17:19,2.0142,10.437,-20.752
6785,2024-08-07 01:17:20,1.8921,9.7046,-18.3105
6786,2024-08-07 01:17:20,1.8311,9.3384,-16.9678
6787,2024-08-07 01:17:20,1.6479,9.0332,-15.5029
6788,2024-08-07 01:17:20,1.3428,8.0566,-12.5732
6789,2024-08-07 01:17:20,1.2207,7.5073,-10.9863
6790,2024-08-07 01:17:20,1.0986,6.8359,-9.4604
6791,2024-08-07 01:17:20,0.7324,5.6152,-6.2866
6792,2024-08-07 01:17:20,0.5493,5.0049,-4.6387
6793,2024-08-07 01:17:21,0.3662,4.3945,-2.9907
6794,2024-08-07 01:17:21,0.061,3.1128,0.3662
6795,2024-08-07 01:17:21,-0.061,2.4414,2.0752
6796,2024-08-07 01:17:21,-0.1221,1.6479,3.7231
6797,2024-08-07 01:17:21,-0.2441,0.061,7.0801
6798,2024-08-07 01:17:21,-0.2441,-0.5493,8.667
6799,2024-08-07 01:17:22,-0.2441,-1.2207,10.2539
6800,2024-08-07 01:17:22,-0.061,-2.3193,13.3667
6801,2024-08-07 01:17:22,0.061,-2.9907,14.8315
6802,2024-08-07 01:17:22,0.1831,-3.6011,16.2964
6803,2024-08-07 01:17:22,0.4883,-5.0049,18.9209
6804,2024-08-07 01:17:22,0.6104,-5.4932,20.2026
6805,2024-08-07 01:17:22,0.7324,-6.0425,21.3623
6806,2024-08-07 01:17:22,1.0986,-7.8125,23.0103
6807,2024-08-07 01:17:23,1.2207,-8.667,23.6206
6808,2024-08-07 01:17:23,1.2817,-9.1553,24.4141
6809,2024-08-07 01:17:23,0.9155,-9.2163,26.123
6810,2024-08-07 01:17:23,0.6104,-8.9111,27.0996
6811,2024-08-07 01:17:23,0.3052,-8.667,27.8931
6812,2024-08-07 01:17:23,0.061,-9.8267,28.5645
6813,2024-08-07 01:17:23,0.061,-10.9863,28.3813
6814,2024-08-07 01:17:24,0.1221,-11.9019,27.8931
6815,2024-08-07 01:17:24,-0.2441,-11.7188,27.0996
6816,2024-08-07 01:17:24,-0.4883,-10.9863,26.7334
6817,2024-08-07 01:17:24,-0.8545,-10.1318,26.4282
6818,2024-08-07 01:17:24,-1.4648,-9.7046,25.9399
6819,2024-08-07 01:17:24,-1.5259,-10.437,25.5127
6820,2024-08-07 01:17:24,-1.5259,-11.2305,24.1699
6821,2024-08-07 01:17:24,-1.5869,-11.3525,23.1934
6822,2024-08-07 01:17:25,-1.6479,-10.5591,22.0337
6823,2024-08-07 01:17:25,-1.6479,-8.1787,19.4092
6824,2024-08-07 01:17:25,-1.5869,-7.3853,17.8833
6825,2024-08-07 01:17:25,-1.4648,-7.1411,16.4185
6826,2024-08-07 01:17:25,-1.0376,-7.5073,13.6719
6827,2024-08-07 01:17:25,-0.9155,-7.4463,12.3901
6828,2024-08-07 01:17:25,-0.8545,-6.897,11.1694
6829,2024-08-07 01:17:26,-0.6714,-4.8828,8.4229
6830,2024-08-07 01:17:26,-0.4883,-3.9062,6.8359
6831,2024-08-07 01:17:26,-0.3052,-3.0518,5.0049
6832,2024-08-07 01:17:26,0.2441,-2.1973,1.1597
6833,2024-08-07 01:17:26,0.4883,-1.77,-0.5493
6834,2024-08-07 01:17:26,0.6104,-1.1597,-2.1362
6835,2024-08-07 01:17:26,0.6714,0.4883,-5.0049
6836,2024-08-07 01:17:26,0.6714,1.4648,-6.4697
6837,2024-08-07 01:17:27,0.6714,2.2583,-8.0566
6838,2024-08-07 01:17:27,0.7324,3.54,-11.3525
6839,2024-08-07 01:17:27,0.7935,4.0894,-13.0615
6840,2024-08-07 01:17:27,0.7935,4.6387,-14.5264
6841,2024-08-07 01:17:27,0.5493,6.1646,-17.0898
6842,2024-08-07 01:17:27,0.3662,6.897,-18.1274
6843,2024-08-07 01:17:27,0.3052,7.6294,-19.043
6844,2024-08-07 01:17:28,0.1221,8.5449,-20.874
6845,2024-08-07 01:17:28,0.061,8.9722,-21.7896
6846,2024-08-07 01:17:28,0.061,9.3994,-22.7051
6847,2024-08-07 01:17:28,0.061,10.5591,-24.292
6848,2024-08-07 01:17:28,0.061,11.1084,-24.8413
6849,2024-08-07 01:17:28,0.1831,11.5967,-25.3296
6850,2024-08-07 01:17:28,0.3052,12.085,-25.6958
6851,2024-08-07 01:17:29,0.4272,12.207,-25.6958
6852,2024-08-07 01:17:29,0.4883,12.3291,-25.5737
6853,2024-08-07 01:17:29,0.6104,12.5732,-25.2686
6854,2024-08-07 01:17:29,0.7324,12.7563,-25.0854
6855,2024-08-07 01:17:29,0.7935,12.8784,-24.8413
6856,2024-08-07 01:17:29,1.0376,12.9395,-24.1699
6857,2024-08-07 01:17:29,1.0986,12.8174,-23.5596
6858,2024-08-07 01:17:29,1.1597,12.5122,-22.7661
6859,2024-08-07 01:17:30,1.2207,11.8408,-20.813
6860,2024-08-07 01:17:30,1.2207,11.5356,-19.7144
6861,2024-08-07 01:17:30,1.2207,11.2915,-18.5547
6862,2024-08-07 01:17:30,1.2817,10.437,-16.4185
6863,2024-08-07 01:17:30,1.2817,10.0708,-15.2588
6864,2024-08-07 01:17:30,1.2207,9.0942,-12.8174
6865,2024-08-07 01:17:30,1.1597,8.5449,-11.4136
6866,2024-08-07 01:17:31,1.0376,7.8735,-9.9487
6867,2024-08-07 01:17:31,0.7935,6.7749,-6.6528
6868,2024-08-07 01:17:31,0.6714,5.9814,-5.127
6869,2024-08-07 01:17:31,0.6104,5.3711,-3.6011
6870,2024-08-07 01:17:31,0.4883,3.7842,-0.5493
6871,2024-08-07 01:17:31,0.4272,2.9907,0.9766
6872,2024-08-07 01:17:31,0.4883,1.77,2.2583
6873,2024-08-07 01:17:31,0.4272,-0.1221,5.3101
6874,2024-08-07 01:17:32,0.3052,-0.7324,6.958
6875,2024-08-07 01:17:32,0.1831,-1.2207,8.606
6876,2024-08-07 01:17:32,0.061,-2.0752,11.9019
6877,2024-08-07 01:17:32,0.1221,-2.7466,13.3667
6878,2024-08-07 01:17:32,0.1831,-3.7231,14.6484
6879,2024-08-07 01:17:32,0.4272,-5.6763,16.9678
6880,2024-08-07 01:17:32,0.4883,-6.2866,18.0664
6881,2024-08-07 01:17:33,0.5493,-6.897,19.165
6882,2024-08-07 01:17:33,0.6714,-8.1177,21.0571
6883,2024-08-07 01:17:33,0.6714,-8.728,21.8506
6884,2024-08-07 01:17:33,0.6714,-9.2163,22.7051
6885,2024-08-07 01:17:33,0.4883,-10.1929,24.1699
6886,2024-08-07 01:17:33,0.4272,-10.437,24.9023
6887,2024-08-07 01:17:33,0.2441,-10.8032,25.3906
6888,2024-08-07 01:17:34,0.061,-11.4746,26.062
6889,2024-08-07 01:17:34,0.0,-11.8408,26.062
6890,2024-08-07 01:17:34,-0.1221,-12.0239,26.001
6891,2024-08-07 01:17:34,-0.3662,-12.0239,25.6348
6892,2024-08-07 01:17:34,-0.5493,-11.7798,25.4517
6893,2024-08-07 01:17:34,-0.6714,-11.5967,25.2075
6894,2024-08-07 01:17:35,-0.9155,-11.4746,24.5972
6895,2024-08-07 01:17:35,-1.0376,-11.5356,24.231
6896,2024-08-07 01:17:35,-1.0986,-11.5967,23.6206
6897,2024-08-07 01:17:35,-1.1597,-11.2915,22.0337
6898,2024-08-07 01:17:35,-1.1597,-10.7422,21.1182
6899,2024-08-07 01:17:35,-1.2207,-9.9487,20.0806
6900,2024-08-07 01:17:36,-1.0986,-8.9111,17.5781
6901,2024-08-07 01:17:36,-1.0986,-8.4839,16.3574
6902,2024-08-07 01:17:36,-1.0376,-8.2397,15.0757
6903,2024-08-07 01:17:36,-0.9155,-7.3853,12.6953
6904,2024-08-07 01:17:36,-0.7935,-6.8359,11.3525
6905,2024-08-07 01:17:36,-0.7935,-5.127,8.606
6906,2024-08-07 01:17:36,-0.6104,-4.4556,7.019
6907,2024-08-07 01:17:36,-0.4883,-3.7231,5.3711
6908,2024-08-07 01:17:37,-0.3052,-2.2583,2.1362
6909,2024-08-07 01:17:37,-0.1221,-1.5259,0.6104
6910,2024-08-07 01:17:37,0.0,-0.8545,-0.7935
6911,2024-08-07 01:17:37,0.1831,0.4272,-3.6621
6912,2024-08-07 01:17:37,0.2441,1.0986,-5.127
6913,2024-08-07 01:17:37,0.3662,1.6479,-6.7139
6914,2024-08-07 01:17:37,0.4272,3.479,-9.8877
6915,2024-08-07 01:17:38,0.3662,4.7607,-11.2305
6916,2024-08-07 01:17:38,0.2441,5.7983,-12.4512
6917,2024-08-07 01:17:38,0.1221,7.2021,-14.7095
6918,2024-08-07 01:17:38,0.1831,7.5073,-15.8081
6919,2024-08-07 01:17:38,0.1831,7.6904,-16.8457
6920,2024-08-07 01:17:38,0.3052,8.5449,-19.165
6921,2024-08-07 01:17:38,0.3052,9.4604,-20.0806
6922,2024-08-07 01:17:39,0.1831,10.498,-20.874
6923,2024-08-07 01:17:39,0.1831,11.7798,-22.0947
6924,2024-08-07 01:17:39,0.2441,11.9019,-22.522
6925,2024-08-07 01:17:39,0.3662,11.7798,-22.8882
6926,2024-08-07 01:17:39,0.5493,11.8408,-23.4375
6927,2024-08-07 01:17:39,0.6714,12.207,-23.6816
6928,2024-08-07 01:17:39,0.7324,12.8174,-23.8647
6929,2024-08-07 01:17:40,0.8545,13.855,-23.9868
6930,2024-08-07 01:17:40,0.9766,14.0381,-23.8037
6931,2024-08-07 01:17:40,1.0376,13.855,-23.4375
6932,2024-08-07 01:17:40,1.1597,13.0615,-22.583
6933,2024-08-07 01:17:40,1.1597,12.6343,-21.9727
