id,timestamp,x,y,z
-O3cFi6HBUdWPvZYRBc5,2024-08-07 01:15:57,2.5635,28.6865,-29.7241
-O3cFi8Hl8mH4QKrzQc6,2024-08-07 01:15:57,2.8687,28.0762,-30.4565
-O3cFiAMYj1ujFLWhm4Y,2024-08-07 01:15:57,3.1128,27.4048,-31.0669
-O3cFiCpta7Gqb4-KdFV,2024-08-07 01:15:57,3.6621,25.8789,-32.0435
-O3cFiEr65gXkpFRrenK,2024-08-07 01:15:57,3.9673,25.3906,-32.3486
-O3cFiHM1hOSU2L8Gnqo,2024-08-07 01:15:58,4.1504,24.9634,-32.6538
-O3cFiJP1p7Pd5RaLZkM,2024-08-07 01:15:58,4.5166,24.1089,-32.8369
-O3cFiLaPFL9mfS_QGlU,2024-08-07 01:15:58,4.6997,23.3154,-32.7759
-O3cFiNnw89U_sKJIk_b,2024-08-07 01:15:58,4.8828,22.2778,-32.5317
-O3cFiQ-NGBSq6P-nM7d,2024-08-07 01:15:58,5.188,19.5312,-31.6162
-O3cFiS4iEkFL3ZK_S9b,2024-08-07 01:15:58,5.188,18.0664,-30.9448
-O3cFiU40A70L4dztyLl,2024-08-07 01:15:58,5.188,16.5405,-30.0903
-O3cFiW2CVFwQcr4dmHf,2024-08-07 01:15:59,4.9438,14.1602,-27.9541
-O3cFiY6widjGE6pQxXW,2024-08-07 01:15:59,4.7607,12.8784,-26.8555
-O3cFi_BZRWFi4SJnA8S,2024-08-07 01:15:59,4.5166,11.4136,-25.7568
-O3cFib79ykjRTwrZ2Sc,2024-08-07 01:15:59,4.0894,8.1177,-23.3154
-O3cFid3YBapG5N5XIhM,2024-08-07 01:15:59,3.7231,6.4087,-21.9727
-O3cFifChyl6wTWNOsAm,2024-08-07 01:15:59,3.3569,4.6997,-20.5078
-O3cFih6VqzssrXgEuRP,2024-08-07 01:15:59,2.4414,1.5259,-17.1509
-O3cFijBPuvEjBbns-2I,2024-08-07 01:15:59,1.9531,-0.061,-15.2588
-O3cFil9ox65_ddEyw8I,2024-08-07 01:16:00,1.4038,-1.5869,-13.4277
-O3cFinBwoyIPFEbXs5W,2024-08-07 01:16:00,0.6104,-4.8828,-9.6436
-O3cFipCpcDLseSigcXK,2024-08-07 01:16:00,0.2441,-6.5308,-7.8125
-O3cFiraEM524SEQh4pq,2024-08-07 01:16:00,-0.1221,-8.1787,-5.9204
-O3cFitdXbeKesabZJhp,2024-08-07 01:16:00,-0.6714,-11.1084,-2.0142
-O3cFivgSEOKTgHWIn8-,2024-08-07 01:16:00,-0.9155,-12.3901,0.061
-O3cFixmzz0OschFF9xA,2024-08-07 01:16:00,-1.0986,-13.6108,2.2583
-O3cFizpGG9o5kjMHeMU,2024-08-07 01:16:00,-1.2207,-16.2964,6.7749
-O3cFj0n6KyMeZSKRZqA,2024-08-07 01:16:01,-1.0986,-17.4561,8.8501
-O3cFj31F1-zs8mLhUgQ,2024-08-07 01:16:01,-0.9766,-19.5312,12.7563
-O3cFj5-wtR52LRHjDRE,2024-08-07 01:16:01,-0.5493,-20.2637,14.5874
-O3cFj6tD7x7nb3SNb5S,2024-08-07 01:16:01,-0.2441,-21.0571,16.3574
-O3cFj8v4t5SaNmuzsHn,2024-08-07 01:16:01,0.3662,-22.3999,20.0195
-O3cFjB617YfAjb835-J,2024-08-07 01:16:01,0.6104,-23.0713,21.7896
-O3cFjDEOkY7itH_JahC,2024-08-07 01:16:01,0.8545,-23.6206,23.4985
-O3cFjFF_4bkSNxr_XLg,2024-08-07 01:16:02,1.2207,-24.292,26.6113
-O3cFjHKE-X8REiH4DJq,2024-08-07 01:16:02,1.3428,-24.353,27.9541
-O3cFjJX72_PKC0gczAF,2024-08-07 01:16:02,1.4648,-24.4141,29.1138
-O3cFjLYcdie1fijBWKk,2024-08-07 01:16:02,1.5869,-24.231,31.189
-O3cFjNa2JiwrZAKE8hu,2024-08-07 01:16:02,1.4648,-23.9868,32.1045
-O3cFjPVk8mUG6avYjAy,2024-08-07 01:16:02,1.3428,-23.6816,32.8979
-O3cFjRc7dHEv1TnvJ2u,2024-08-07 01:16:02,0.9766,-22.8271,34.1797
-O3cFjTbczZjpsDhCwNG,2024-08-07 01:16:02,0.7324,-22.2778,34.6069
-O3cFjVnjTvxfA_vNIOV,2024-08-07 01:16:03,0.5493,-21.6675,34.9731
-O3cFjXuaStX9YKDntv5,2024-08-07 01:16:03,0,-20.3247,35.0342
-O3cFj_2D8vWwoYbayX8,2024-08-07 01:16:03,-0.3052,-19.4092,34.9731
-O3cFjb-xlPEInSWTC13,2024-08-07 01:16:03,-0.6104,-18.3716,34.729
-O3cFjd04VYSVZUhpvsv,2024-08-07 01:16:03,-1.2207,-16.1133,33.9355
-O3cFjfMJNVOAzNVLda8,2024-08-07 01:16:03,-1.4038,-14.9536,33.3252
-O3cFjhRZdRg1C6cL7xt,2024-08-07 01:16:03,-1.6479,-13.7329,32.5928
-O3cFjjSE6KWO6LQvHit,2024-08-07 01:16:04,-1.9531,-11.2915,30.7617
-O3cFjlhVynnNqUnE2d-,2024-08-07 01:16:04,-2.0752,-10.0708,29.6631
-O3cFjnfXIogudAST7b2,2024-08-07 01:16:04,-2.0752,-8.7891,28.4424
-O3cFjpnCO3hJstdBDt4,2024-08-07 01:16:04,-2.0752,-5.9814,25.8179
-O3cFjrqYma7WjISB_Y_,2024-08-07 01:16:04,-2.0142,-4.4556,24.353
-O3cFju-NlOnCVDgUHin,2024-08-07 01:16:04,-1.9531,-2.9297,22.7661
-O3cFjw5sz7MwTOSfDAR,2024-08-07 01:16:04,-1.6479,0,19.2871
-O3cFjy6apm6rkw5689e,2024-08-07 01:16:04,-1.4648,1.4648,17.4561
-O3cFk-IUarPXFIRYHH_,2024-08-07 01:16:05,-1.2817,2.7466,15.625
-O3cFk1qkPOaGKkNJdob,2024-08-07 01:16:05,-0.8545,5.3711,11.7798
-O3cFk3up8K4F4XiHte2,2024-08-07 01:16:05,-0.6714,6.8359,9.8877
-O3cFk62KQxwHUJSUl3z,2024-08-07 01:16:05,-0.5493,8.3008,5.7373
-O3cFk86WeARFSzn3HBk,2024-08-07 01:16:05,-0.1831,11.1084,3.6011
-O3cFkCvMcIeDQjUtFYr,2024-08-07 01:16:05,0,12.3901,1.4648
-O3cFkF0PSBZ5QjNOssA,2024-08-07 01:16:06,0.2441,13.4888,-0.7324
-O3cFkHIQzJ6eUhQ6mY4,2024-08-07 01:16:06,0.4883,15.564,-5.0659
-O3cFkJYDVmOUkHWNia1,2024-08-07 01:16:06,0.5493,16.6016,-7.2021
-O3cFkLimCoEbM_McBEG,2024-08-07 01:16:06,0.5493,18.8599,-11.2915
-O3cFkNlwvnEjUQ9sj-o,2024-08-07 01:16:06,0.5493,19.8975,-13.1836
-O3cFkQS1jFO6Rm7Rx-a,2024-08-07 01:16:06,0.5493,20.6299,-15.0757
-O3cFkTANoD0L3OAzwYA,2024-08-07 01:16:06,0.7324,21.4233,-18.8599
-O3cFkVM3aS5i1yIjN5B,2024-08-07 01:16:07,0.7935,21.6675,-20.5078
-O3cFkXTY68MiREnWmen,2024-08-07 01:16:07,0.8545,21.7896,-22.0337
-O3cFk_3fr0ov629ith9,2024-08-07 01:16:07,1.1597,21.4233,-24.8413
-O3cFkbInAFf-ONBSKpo,2024-08-07 01:16:07,1.3428,21.4233,-26.1841
-O3cFkdoVanx3aiM050d,2024-08-07 01:16:07,1.5259,21.6675,-27.5269
-O3cFkgGizeoTxbLMQwY,2024-08-07 01:16:07,1.77,23.0713,-29.7241
-O3cFkiNwCedGNrzbdDU,2024-08-07 01:16:08,1.9531,23.4985,-30.6396
-O3cFkkWWVC7Ifdjq_gG,2024-08-07 01:16:08,2.0752,23.6816,-31.311
-O3cFkme6dgIpeNHysdZ,2024-08-07 01:16:08,2.6245,22.644,-32.5317
-O3cFkpk_iHA2oLf9iBa,2024-08-07 01:16:08,2.9907,21.4844,-33.02
-O3cFkrzeVjrxrppmF06,2024-08-07 01:16:08,3.3569,20.2637,-33.4473
-O3cFku2vwJWgy4gXz7E,2024-08-07 01:16:08,3.7842,18.4937,-33.8135
-O3cFkwTCHXz3XzR0dAY,2024-08-07 01:16:08,3.9062,18.0664,-33.6304
-O3cFkyZw0ZS5Sq28Nnu,2024-08-07 01:16:09,3.9062,17.8223,-33.3252
-O3cFl154NUOctn-LspH,2024-08-07 01:16:09,3.9062,16.7847,-32.4097
-O3cFl4gU-NWPxeLWyla,2024-08-07 01:16:09,4.0283,15.625,-31.7993
-O3cFl76jJ-LF4Br4yr2,2024-08-07 01:16:09,4.0283,14.0381,-31.189
-O3cFl9TtJnQiJU7dlcI,2024-08-07 01:16:09,4.0283,10.7422,-29.541
-O3cFlBtDLVnwLmvAYDq,2024-08-07 01:16:09,3.9062,9.4604,-28.5034
-O3cFlE3jLvH9eE6l69L,2024-08-07 01:16:10,3.7231,8.606,-27.4048
-O3cFlGG9n6YfasJNpcp,2024-08-07 01:16:10,3.0518,7.3242,-24.9023
-O3cFlIPmmeRYxpzBeil,2024-08-07 01:16:10,2.8076,6.3477,-23.5596
-O3cFlL3moDC4Hfdhusy,2024-08-07 01:16:10,2.5635,5.0049,-20.6299
-O3cFlN8c-wxReO59yJq,2024-08-07 01:16:10,2.0142,1.6479,-18.9819
-O3cFlPI4t1ODOrT5613,2024-08-07 01:16:10,1.77,-0.1831,-17.2119
-O3cFlRS3-LOyQktPLVl,2024-08-07 01:16:11,1.4648,-3.1128,-13.1836
-O3cFlTdAyiLT3xwKIeZ,2024-08-07 01:16:11,0.7935,-4.1504,-11.0474
-O3cFlVxCeNOmug2DZAr,2024-08-07 01:16:11,0.4883,-5.188,-8.9722
-O3cFlYAuKwYv9bFy0Io,2024-08-07 01:16:11,0,-7.0801,-5.127
-O3cFlaUrvMaWbryNd7c,2024-08-07 01:16:11,-0.1221,-8.1787,-3.1738
-O3cFlcfAeDWBKwJEyDu,2024-08-07 01:16:11,-0.1831,-9.5215,-1.1597
-O3cFlf-g63HUzZKbhCH,2024-08-07 01:16:11,-0.1221,-12.6343,3.0518
-O3cFlhE40Htp0xOkLi3,2024-08-07 01:16:12,-0.061,-13.916,5.3101
-O3cFljXhyiWmcTTev8V,2024-08-07 01:16:12,0,-14.6484,7.5073
-O3cFlm5fTr0hg_YwtLD,2024-08-07 01:16:12,0.061,-15.0146,11.5967
-O3cFm3fIv0EQX3YJi6o,2024-08-07 01:16:12,0.1831,-15.0757,13.4888
-O3cFm6RNGC0acpHNGYU,2024-08-07 01:16:13,0.3052,-15.3198,15.4419
-O3cFm8zT-iH8Yx91vIK,2024-08-07 01:16:13,0.7935,-16.9067,19.2261
-O3cFmBGfp_--tSczHvc,2024-08-07 01:16:14,1.1597,-18.2495,20.9351
-O3cFmDiNqfZtmOZZO6N,2024-08-07 01:16:14,1.4038,-19.4702,22.583
-O3cFmFs3PZfOgIh0qpr,2024-08-07 01:16:14,1.709,-20.4468,25.8179
-O3cFmIK4S36q9c-3YxG,2024-08-07 01:16:14,1.6479,-20.1416,27.3438
-O3cFmKdK7wWgoOrX4iL,2024-08-07 01:16:14,1.5869,-19.5923,28.7476
-O3cFmMpGBcwGIRVbz7q,2024-08-07 01:16:14,1.4038,-18.6157,31.0059
-O3cFmP7YLnayE1hhab0,2024-08-07 01:16:14,1.2817,-18.4326,31.9824
-O3cFmRo9GzYXO74tQQ_,2024-08-07 01:16:15,1.2817,-18.6157,32.7759
-O3cFmU78wr2fU6smErb,2024-08-07 01:16:15,1.0986,-19.104,34.1187
-O3cFmWQUibXIJNufBfa,2024-08-07 01:16:15,0.9155,-18.8599,34.668
-O3cFmYZNyUFooElVKxc,2024-08-07 01:16:15,0.6104,-18.3105,35.0952
-O3cFm_joeMaQ7k60qIH,2024-08-07 01:16:15,0,-16.1743,35.4614
-O3cFmcArd2u56XdHyqH,2024-08-07 01:16:15,-0.3052,-15.0146,35.4004
-O3cFmeXh4QfJ77cNLPn,2024-08-07 01:16:16,-0.5493,-14.0381,35.1562
-O3cFmgluE_Vy3LIgwqy,2024-08-07 01:16:16,-0.8545,-12.7563,34.3018
-O3cFmixKN3S7QuacLu5,2024-08-07 01:16:16,-1.0376,-12.207,33.8135
-O3cFml2KIYJp0OetkV8,2024-08-07 01:16:16,-1.0986,-11.5967,33.2642
-O3cFmnOzwb9ZeovaBZp,2024-08-07 01:16:16,-1.4038,-9.5215,31.9214
-O3cFmpb1tdVS7THs79O,2024-08-07 01:16:16,-1.5869,-8.1787,31.0059
-O3cFmsR-Z2Bp2WvLhsQ,2024-08-07 01:16:16,-1.709,-6.7139,29.9072
-O3cFmuZ2ohje73pukIW,2024-08-07 01:16:17,-1.6479,-4.1504,27.0386
-O3cFmx1E7GxoYrOpwNV,2024-08-07 01:16:17,-1.5259,-3.1738,25.3906
-O3cFmzA8Hv1Pm-NKGI4,2024-08-07 01:16:17,-1.4648,-2.3193,23.7427
-O3cFn0f6ADkqBLe4MLV,2024-08-07 01:16:17,-1.2817,-0.4883,20.4468
-O3cFn2yG6pF8L74UWZ5,2024-08-07 01:16:17,-1.2817,0.6714,18.7988
-O3cFn5AsL11simCGBnq,2024-08-07 01:16:17,-1.2817,1.8921,15.2588
-O3cFnBZqGvzd4Gf2AkP,2024-08-07 01:16:18,-1.1597,4.5166,13.3057
-O3cFnDgbgkNZTJfjyBP,2024-08-07 01:16:18,-1.0376,5.7373,11.1694
-O3cFnG3IMxH9dCWMSB3,2024-08-07 01:16:18,-0.9155,7.6294,6.8359
-O3cFnIngrhJa0FgnHyQ,2024-08-07 01:16:18,-0.5493,8.3618,4.6387
-O3cFnL06ZWFXd_xqB7F,2024-08-07 01:16:18,-0.4272,9.2773,2.4414
-O3cFnOTpLUOFFfMaUEo,2024-08-07 01:16:18,-0.3052,11.2305,-1.8311
-O3cFnQiUkTjlPpoibQH,2024-08-07 01:16:19,-0.1831,12.146,-3.8452
-O3cFnSqRyCzM9Pcv9_o,2024-08-07 01:16:19,-0.1221,13.1226,-5.9204
-O3cFnV4W08kLinwS091,2024-08-07 01:16:19,0,14.5264,-10.0708
-O3cFnX7qOUYyjjx2aS2,2024-08-07 01:16:19,0.061,15.1367,-12.085
-O3cFnZQiogC7N1smqFD,2024-08-07 01:16:19,0.1831,15.564,-14.0991
-O3cFnacSlQsvSyme2zm,2024-08-07 01:16:19,0.3662,16.6016,-17.8833
-O3cFndoxwMxeUFa_yBy,2024-08-07 01:16:20,0.4883,16.9067,-19.6533
-O3cFnfyt9kd9cxuMvbZ,2024-08-07 01:16:20,0.6104,17.334,-21.2402
-O3cFni6j8ixcoCLhTlw,2024-08-07 01:16:20,0.9155,17.7612,-24.1699
-O3cFnkIRlc2kzwvciNp,2024-08-07 01:16:20,1.1597,17.8833,-25.5127
-O3cFnmMomoTAE2AsDWN,2024-08-07 01:16:20,1.3428,17.9443,-26.8555
-O3cFnoW9NSOLzpllMW4,2024-08-07 01:16:20,1.8311,18.2495,-29.2358
-O3cFnqnKFdiNCS0um-h,2024-08-07 01:16:20,2.0752,18.2495,-30.2734
-O3cFnu7VAPvJDGBVQZY,2024-08-07 01:16:21,2.2583,18.1274,-31.189
-O3cFnwGK3x-5ADyuXea,2024-08-07 01:16:21,2.6855,17.5781,-32.4707
-O3cFnypGVrRlmOJld0H,2024-08-07 01:16:21,2.9297,17.1509,-32.959
-O3cFo03UySLEQwkhfmu,2024-08-07 01:16:21,3.0518,16.6016,-33.2642
-O3cFo2O1U87_aWiTQ_7,2024-08-07 01:16:21,3.2959,15.7471,-33.5693
-O3cFo4brJhlZ9Kf_9-Q,2024-08-07 01:16:21,3.3569,15.1978,-33.6304
-O3cFo76IhdUEvxLG5jN,2024-08-07 01:16:21,3.418,14.7095,-33.5693
-O3cFo9_aNw7A7WrVfxd,2024-08-07 01:16:22,3.418,13.2446,-33.0811
-O3cFoBjF6WWzZkRfrIH,2024-08-07 01:16:22,3.3569,12.4512,-32.5317
-O3cFoGH7zcXFn8Qrc29,2024-08-07 01:16:22,3.2349,11.5967,-31.9214
-O3cFoIZZvPqbLmRYye1,2024-08-07 01:16:22,2.9297,9.7656,-30.2734
-O3cFoKjNE2nlmIHAn3A,2024-08-07 01:16:22,2.7466,8.7891,-29.2969
-O3cFoMvztRToXMMXW8E,2024-08-07 01:16:23,2.5635,7.8735,-28.2593
-O3cFoPpp194nhb8ZqwA,2024-08-07 01:16:23,2.0752,6.1035,-25.7568
-O3cFoSQLgx_Otht1PqU,2024-08-07 01:16:23,1.8921,5.249,-24.4751
-O3cFoUZ1oMVaaCfiDvf,2024-08-07 01:16:23,1.709,4.3335,-21.7896
-O3cFoWjdVxcNzkdmMkH,2024-08-07 01:16:23,1.5869,2.3193,-20.3247
-O3cFoYiGYeYJPPpsqpj,2024-08-07 01:16:23,1.4648,1.1597,-18.5547
-O3cFo_p3ZA4rrTP_UXH,2024-08-07 01:16:23,1.3428,-1.4038,-14.4653
-O3cFocDfOEZsTjzdcze,2024-08-07 01:16:24,0.9766,-2.2583,-12.146
-O3cFofEo3yn0k-UIege,2024-08-07 01:16:24,0.7935,-3.1738,-9.9487
-O3cFohM7nG5eqBrwHZl,2024-08-07 01:16:24,0.4883,-4.6387,-5.7373
-O3cFojVDSuf_1RCd2D_,2024-08-07 01:16:24,0.5493,-5.6152,-3.7842
-O3cFolfegrbZyOdrl-1,2024-08-07 01:16:24,0.6104,-6.7749,-1.9531
-O3cFonmqBa07mOi3Jjl,2024-08-07 01:16:24,0.6714,-8.7891,1.8921
-O3cFopsPnC1Ra2Qy3TA,2024-08-07 01:16:24,0.7324,-9.5215,4.0283
-O3cFos12tfIVYH3-KPq,2024-08-07 01:16:25,0.6714,-10.1318,6.1646
-O3cFovROj-eXJ5ofBO_,2024-08-07 01:16:25,0.7324,-11.1694,10.6812
-O3cFoxW-RhAtIaTr6K-,2024-08-07 01:16:25,0.7324,-11.8408,12.8174
-O3cFozgsmzt8XarsGGm,2024-08-07 01:16:25,0.8545,-12.5122,14.8926
-O3cFp0ssI3w494xUVo2,2024-08-07 01:16:25,1.0986,-13.916,18.4326
-O3cFp2uVt5FMYohSCk8,2024-08-07 01:16:25,1.2817,-14.4043,20.0195
-O3cFp5Keltjugh6crze,2024-08-07 01:16:25,1.2817,-14.5264,21.6064
-O3cFp7QaY4bkHOeLbA9,2024-08-07 01:16:26,1.2207,-14.4653,24.7192
-O3cFpAct5mLHhTBNg0A,2024-08-07 01:16:26,1.0986,-14.4653,26.3062
-O3cFpCgMlrpOjxI77iZ,2024-08-07 01:16:26,1.0376,-14.6484,27.771
-O3cFpEh6Wu15uTGR95s,2024-08-07 01:16:26,0.8545,-15.0757,30.3345
-O3cFpH9sfzTDXKRoAI-,2024-08-07 01:16:26,0.7935,-15.1978,31.3721
-O3cFpJSnSfU9_AJ0X7y,2024-08-07 01:16:26,0.6714,-15.0757,32.3486
-O3cFpLeLaGkhZHAt_Fl,2024-08-07 01:16:27,0.3662,-14.3433,33.7524
-O3cFpNoEIoWrJsy-iPt,2024-08-07 01:16:27,0.1831,-13.6719,34.2407
-O3cFpRBrUjgG1770Pzm,2024-08-07 01:16:27,0.061,-13.2446,34.5459
-O3cFpTiX-eHjZIug35I,2024-08-07 01:16:27,-0.1221,-12.5122,34.9731
-O3cFpVqwBokPRSycUc8,2024-08-07 01:16:27,-0.1831,-12.4512,35.0342
-O3cFpY7vzHpLERBRGpm,2024-08-07 01:16:27,-0.2441,-12.3291,34.9731
-O3cFp_HJFtJbOsOEZTg,2024-08-07 01:16:27,-0.3662,-11.5967,34.668
-O3cFpbMuUDIOYnBXQzS,2024-08-07 01:16:28,-0.4883,-10.9863,34.2407
-O3cFpdjw_Tkct54Z2XP,2024-08-07 01:16:28,-0.6104,-10.0098,33.7524
-O3cFpggM1CoVObHVQSA,2024-08-07 01:16:28,-0.8545,-7.6294,32.1655
-O3cFpio9s79jfS54P3b,2024-08-07 01:16:28,-0.8545,-6.5308,31.0059
-O3cFpku52wJahD37MQK,2024-08-07 01:16:28,-0.9155,-5.0049,28.5645
-O3cFpmv9mQO0qB54Z6S,2024-08-07 01:16:28,-0.8545,-4.5166,27.1606
-O3cFpp3sgjQxsYysneB,2024-08-07 01:16:28,-0.8545,-4.0894,25.8179
-O3cFprIeHQvsNgN515N,2024-08-07 01:16:29,-0.9766,-2.7466,23.0103
-O3cFptgbcUWWFbhjgUe,2024-08-07 01:16:29,-1.0376,-1.709,21.4844
-O3cFpxBbP70WNX3d3o9,2024-08-07 01:16:29,-1.2207,-0.4883,19.8975
-O3cFpzIjyOKQXfD_e3O,2024-08-07 01:16:29,-1.3428,1.8311,16.1133
-O3cFq0l4NHH1RS7AlNG,2024-08-07 01:16:29,-1.2817,2.6855,13.9771
-O3cFq32LmfVepOhMPIT,2024-08-07 01:16:29,-1.1597,3.418,11.8408
-O3cFq5CL2d0eAAs9lDU,2024-08-07 01:16:30,-0.9766,4.5776,7.5073
-O3cFq7MwobPWGPYnyYR,2024-08-07 01:16:30,-0.9155,5.188,5.4932
-O3cFq9SaO-i-UkRdPOK,2024-08-07 01:16:30,-0.9155,6.1035,3.54
-O3cFqCQnl9ZSGd9Ci1t,2024-08-07 01:16:30,-0.8545,7.8735,-0.5493
-O3cFqEYHSTp88U3MwUc,2024-08-07 01:16:30,-0.7935,8.8501,-2.7466
-O3cFqGl-HkvOg3tWvwl,2024-08-07 01:16:30,-0.6104,9.6436,-5.0659
-O3cFqItwIPetIKsTMxD,2024-08-07 01:16:30,-0.3052,10.6812,-9.4604
-O3cFqL0qmsfBXjG5nJd,2024-08-07 01:16:31,-0.1831,11.0474,-11.4746
-O3cFqNIbSmoIsAYe-H1,2024-08-07 01:16:31,0,11.4136,-13.2446
-O3cFqPWExHcOiQ2I7yC,2024-08-07 01:16:31,0.1831,12.2681,-16.6016
-O3cFqSnoWLeT0afa7vQ,2024-08-07 01:16:31,0.3052,12.7563,-18.1885
-O3cFqUpOm88SV1MT2dn,2024-08-07 01:16:31,0.4883,13.2446,-19.8975
-O3cFqWgIEGSEUNGFyB7,2024-08-07 01:16:31,0.9155,13.7939,-23.2544
-O3cFqZ1U1VO3ndau5Ej,2024-08-07 01:16:31,1.1597,13.9771,-24.8413
-O3cFq_z5vAOsAoDV0Xa,2024-08-07 01:16:32,1.4038,14.0991,-26.2451
-O3cFqcJiOnEn4HfgRnA,2024-08-07 01:16:32,1.8311,14.2822,-28.5645
-O3cFqea-H-fcsindKZT,2024-08-07 01:16:32,1.9531,14.2822,-29.4189
-O3cFqi9KvxNlmfmQMpR,2024-08-07 01:16:32,2.0752,14.2822,-30.2124
-O3cFqkDRAlAdt0ay9Sy,2024-08-07 01:16:32,2.3804,14.1602,-31.5552
-O3cFqmQlWKo8smo52dR,2024-08-07 01:16:32,2.5024,13.916,-32.1655
-O3cFqoc8KlNBL9zd77C,2024-08-07 01:16:33,2.6855,13.6719,-32.7759
-O3cFqrCGL5R3QYm9-XH,2024-08-07 01:16:33,2.8076,13.0005,-33.5083
-O3cFqtOa1CVVzwBu0mi,2024-08-07 01:16:33,2.8076,12.6343,-33.6304
-O3cFqvbo31VZD26uuOH,2024-08-07 01:16:33,2.8076,12.2681,-33.5083
-O3cFqyd7cqDUqmlU245,2024-08-07 01:16:33,2.5635,11.3525,-32.7759
-O3cFr-iztCFigUBcHg6,2024-08-07 01:16:33,2.3804,10.8032,-32.2876
-O3cFr1yYeJ5hDL7XaVd,2024-08-07 01:16:33,2.1973,10.1929,-15.9912
-O3cFr40gEP-zeSVJEAE,2024-08-07 01:16:34,1.8921,8.9111,-30.0903
-O3cFr6EBXoVXyZP3Jey,2024-08-07 01:16:34,1.709,8.3008,-29.2969
-O3cFr8RE8cZeyP70U5w,2024-08-07 01:16:34,1.5869,7.0801,-27.3438
-O3cFrAdr8kX8vx-SZkF,2024-08-07 01:16:34,1.2817,6.5308,-26.1841
-O3cFrDyODpprYL9O323,2024-08-07 01:16:34,1.0986,5.9814,-24.9023
-O3cFrFyfYj9h_NNCALO,2024-08-07 01:16:34,0.7935,4.7607,-21.8506
-O3cFrIJFjSddIgCNruB,2024-08-07 01:16:34,0.7324,4.0894,-20.2026
-O3cFrKXxtD-y-eiaz-f,2024-08-07 01:16:35,0.6104,3.2959,-18.4326
-O3cFrMcEP3TwScinDMm,2024-08-07 01:16:35,0.6104,1.2207,-14.7705
-O3cFrPGLkaK7OA068jV,2024-08-07 01:16:35,0.6714,0.1831,-12.8784
-O3cFrRTrkM_sZCmr6Lc,2024-08-07 01:16:35,0.6714,-0.7935,-10.9863
-O3cFrUPF68SLH-v1J2x,2024-08-07 01:16:35,0.8545,-2.8076,-6.958
-O3cFrWrI5DYY-n4tXYo,2024-08-07 01:16:35,0.9155,-3.7231,-4.8828
-O3cFrYpHwmdCwQ6n7Vf,2024-08-07 01:16:36,0.9155,-4.4556,-2.8076
-O3cFr_tl9k-G1wubTVD,2024-08-07 01:16:36,0.9155,-5.4321,1.4648
-O3cFrc91rR4q2A7sd2N,2024-08-07 01:16:36,0.9766,-5.7373,3.54
-O3cFre8JU02B4eq7rEo,2024-08-07 01:16:36,0.9766,-6.1646,5.5542
-O3cFrgRWoLrdrmP_h1z,2024-08-07 01:16:36,1.1597,-7.2632,9.6436
-O3cFrjlq8sDtblNFLbN,2024-08-07 01:16:36,1.2207,-8.1177,11.5967
-O3cFrlxP1tZc0lrtivd,2024-08-07 01:16:36,1.4038,-8.9111,13.4888
-O3cFro5GRZqnuQhONRV,2024-08-07 01:16:37,1.5259,-10.2539,17.1509
-O3cFrqbMh_t043-At21,2024-08-07 01:16:37,1.5259,-10.498,18.9209
-O3cFrstlSr5-8wDAcq3,2024-08-07 01:16:37,1.4648,-10.5591,20.6299
-O3cFrxOufazZd-zjT4W,2024-08-07 01:16:37,1.2817,-10.6812,23.9258
-O3cFs-7pRWRTYte14vW,2024-08-07 01:16:37,1.1597,-10.9863,25.5127
-O3cFs1N1iNRyuofneU7,2024-08-07 01:16:38,1.0986,-11.3525,26.9165
-O3cFs3VMX2KFFVfhPjd,2024-08-07 01:16:38,0.9155,-12.085,29.2358
-O3cFs5a7stYwAHOXRZM,2024-08-07 01:16:38,0.7935,-12.146,30.2124
-O3cFs7sP8zdUU8IAUNX,2024-08-07 01:16:38,0.6714,-12.085,31.189
-O3cFsA9RrJB9y5gLx_h,2024-08-07 01:16:38,0.1831,-11.2915,32.7759
-O3cFsCXqFsKoY3grmcm,2024-08-07 01:16:38,0.061,-11.1084,33.3252
-O3cFsF_qdyy1G0SiX1x,2024-08-07 01:16:38,-0.061,-10.9863,33.7524
-O3cFsHkJogEqZWqL6ij,2024-08-07 01:16:39,-0.3052,-10.9863,34.3018
-O3cFsJxPUggQTg8xEWX,2024-08-07 01:16:39,-0.3662,-10.9253,34.4238
-O3cFsM5L3k0ijka8vMQ,2024-08-07 01:16:39,-0.4883,-10.6812,34.4238
-O3cFsOB-r5XEPjsl1_Y,2024-08-07 01:16:39,-0.7324,-9.5825,34.1187
-O3cFsQKhrlxBZGjROSW,2024-08-07 01:16:39,-0.7935,-8.8501,33.6304
-O3cFsSh7qZ7eQhph8b0,2024-08-07 01:16:39,-0.8545,-8.1787,32.3486
-O3cFsVsJf8dM421XfrX,2024-08-07 01:16:39,-0.9155,-7.1411,31.4331
-O3cFsYFL9UdPCUfBg4P,2024-08-07 01:16:40,-0.8545,-6.897,30.5786
-O3cFs_LN2p7ITxyQKk0,2024-08-07 01:16:40,-0.8545,-6.4087,28.5034
-O3cFsbbQWoTJJoSINtI,2024-08-07 01:16:40,-0.8545,-6.0425,27.3438
-O3cFsdljZnTKLTDQGVz,2024-08-07 01:16:40,-0.9155,-5.3101,26.1841
-O3cFsg2b8Rbr22Bf7ey,2024-08-07 01:16:40,-0.9766,-3.479,23.1934
