Timestamp,x,y,z
2024-09-01 02:03:35,0.31, 0.67, 0.61
2024-09-01 02:03:36,0.31, 0.55, 0.67
2024-09-01 02:03:37,0.31, 0.67, 0.55
2024-09-01 02:03:38,0.37, 0.61, 0.61
2024-09-01 02:03:39,0.37, 0.61, 0.55
2024-09-01 02:03:40,0.37, 0.67, 0.55
2024-09-01 02:03:41,0.37, 0.61, 0.55
2024-09-01 02:03:42,0.24, 0.67, 0.55
2024-09-01 02:03:43,0.37, 0.67, 0.55
2024-09-01 02:03:44,0.24, 0.67, 0.55
2024-09-01 02:03:45,0.37, 0.61, 0.61
2024-09-01 02:03:46,0.31, 0.61, 0.61
2024-09-01 02:03:47,0.31, 0.55, 0.67
2024-09-01 02:03:48,0.37, 0.61, 0.49
2024-09-01 02:03:49,0.31, 0.61, 0.55
2024-09-01 02:03:50,0.31, 0.61, 0.55
2024-09-01 02:03:51,0.31, 0.61, 0.61
2024-09-01 02:03:52,0.31, 0.61, 0.61
2024-09-01 02:03:53,0.37, 0.61, 0.55
2024-09-01 02:03:54,0.31, 0.67, 0.49
2024-09-01 02:03:55,0.31, 0.67, 0.67
2024-09-01 02:03:56,0.37, 0.61, 0.67
2024-09-01 02:03:57,0.31, 0.61, 0.55
2024-09-01 02:03:58,0.31, 0.61, 0.61
2024-09-01 02:03:59,0.37, 0.61, 0.61
2024-09-01 02:04:00,0.37, 0.67, 0.55
2024-09-01 02:04:01,0.37, 0.61, 0.61
2024-09-01 02:04:02,0.37, 0.61, 0.61
2024-09-01 02:04:03,0.37, 0.67, 0.55
2024-09-01 02:04:04,0.31, 0.67, 0.61
2024-09-01 02:05:36,0.43, 0.61, 0.61
2024-09-01 02:05:37,0.24, 0.67, 0.67
2024-09-01 02:05:37,0.24, 0.61, 0.55
2024-09-01 02:05:38,0.43, 0.61, 0.61
2024-09-01 02:05:39,0.31, 0.61, 0.55
2024-09-01 02:05:40,0.37, 0.61, 0.61
2024-09-01 02:05:41,0.37, 0.61, 0.61
2024-09-01 02:05:42,0.37, 0.61, 0.61
2024-09-01 02:05:44,0.31, 0.61, 0.55
2024-09-01 02:05:44,0.24, 0.61, 0.55
2024-09-01 02:05:45,0.37, 0.67, 0.61
2024-09-01 02:05:46,0.37, 0.61, 0.67
2024-09-01 02:05:47,0.37, 0.67, 0.61
2024-09-01 02:05:48,0.55, 0.67, 0.61
2024-09-01 02:05:51,0.31, 0.61, 0.61
2024-09-01 02:05:51,0.37, 0.61, 0.61
2024-09-01 02:05:51,0.37, 0.67, 0.61
2024-09-01 02:05:52,0.37, 0.61, 0.61
2024-09-01 02:05:53,0.37, 0.61, 0.67
2024-09-01 02:05:54,0.31, 0.55, 0.61
2024-09-01 02:05:55,0.31, 0.61, 0.55
2024-09-01 02:05:56,0.37, 0.61, 0.55
2024-09-01 02:05:57,0.31, 0.61, 0.55
2024-09-01 02:05:58,0.37, 0.61, 0.61
2024-09-01 02:06:00,0.31, 0.61, 0.67
2024-09-01 02:06:00,0.31, 0.61, 0.61
2024-09-01 02:06:01,0.37, 0.61, 0.61
2024-09-01 02:06:02,0.37, 0.61, 0.61
2024-09-01 02:06:03,0.37, 0.61, 0.61
2024-09-01 02:06:04,0.37, 0.61, 0.55
2024-09-01 02:06:05,0.31, 0.67, 0.61
2024-09-01 02:06:06,0.31, 0.61, 0.55
2024-09-01 03:21:59,0.37, 0.61, 0.67
2024-09-01 03:22:00,0.37, 0.67, 0.61
2024-09-01 03:22:01,0.31, 0.67, 0.61
2024-09-01 03:22:02,0.31, 0.67, 0.61
2024-09-01 03:22:03,0.31, 0.61, 0.61
2024-09-01 03:22:04,0.31, 0.67, 0.61
2024-09-01 03:22:05,0.37, 0.61, 0.61
2024-09-01 03:22:06,0.37, 0.61, 0.61
2024-09-01 03:22:07,0.37, 0.61, 0.61
2024-09-01 03:22:08,0.31, 0.61, 0.61
2024-09-01 03:22:09,0.37, 0.67, 0.61
2024-09-01 03:22:10,0.37, 0.61, 0.67
2024-09-01 03:22:11,0.31, 0.61, 0.61
2024-09-01 03:22:12,0.37, 0.67, 0.61
2024-09-01 03:22:13,0.37, 0.67, 0.61
2024-09-01 03:22:14,0.37, 0.61, 0.61
2024-09-01 03:22:15,0.37, 0.67, 0.61
2024-09-01 03:22:16,0.31, 0.61, 0.55
2024-09-01 03:22:17,0.37, 0.61, 0.61
2024-09-01 03:22:18,0.31, 0.61, 0.55
2024-09-01 03:22:19,0.37, 0.67, 0.61
2024-09-01 03:22:20,0.37, 0.61, 0.61
2024-09-01 03:22:21,0.55, 0.55, 0.61
2024-09-01 03:22:22,0.31, 0.67, 0.67
2024-09-01 03:22:23,0.37, 0.67, 0.61
2024-09-01 03:22:24,0.37, 0.67, 0.61
2024-09-01 03:22:25,0.37, 0.67, 0.61
2024-09-01 03:22:26,0.37, 0.61, 0.67
2024-09-01 03:22:27,0.37, 0.67, 0.61
2024-09-01 03:22:28,0.37, 0.61, 0.61
2024-09-01 03:22:29,0.37, 0.67, 0.61
2024-09-01 03:22:30,0.31, 0.61, 0.61
2024-09-01 03:22:31,0.31, 0.67, 0.61
2024-09-01 03:22:32,0.37, 0.67, 0.61
2024-09-01 03:22:33,0.37, 0.61, 0.61
2024-09-01 03:22:34,0.37, 0.67, 0.55
2024-09-01 03:22:35,0.37, 0.61, 0.61
2024-09-01 03:22:36,0.31, 0.61, 0.61
2024-09-01 03:22:37,0.37, 0.67, 0.61
2024-09-01 03:22:38,0.37, 0.61, 0.55
2024-09-01 03:22:39,0.37, 0.61, 0.61
2024-09-01 03:22:41,0.37, 0.61, 0.61
2024-09-01 03:22:41,0.37, 0.61, 0.55
2024-09-01 03:22:42,0.31, 0.67, 0.61
2024-09-01 03:22:43,0.37, 0.67, 0.61
2024-09-01 03:22:44,0.31, 0.67, 0.61
2024-09-01 03:22:45,0.31, 0.61, 0.61
2024-09-01 03:22:46,0.37, 0.61, 0.61
2024-09-01 03:22:47,0.37, 0.61, 0.61
2024-09-01 03:22:48,0.37, 0.67, 0.55
2024-09-01 03:22:49,0.43, 0.67, 0.67
2024-09-01 03:22:50,0.37, 0.61, 0.61
2024-09-01 03:22:51,0.37, 0.67, 0.61
2024-09-01 03:22:52,0.37, 0.61, 0.61
2024-09-01 03:22:53,0.37, 0.61, 0.61
2024-09-01 03:22:54,0.37, 0.61, 0.67
2024-09-01 03:22:55,0.37, 0.61, 0.61
2024-09-01 03:22:57,0.31, 0.61, 0.61
2024-09-01 03:22:57,0.43, 0.67, 0.61
2024-09-01 03:22:58,0.31, 0.67, 0.55
2024-09-01 03:22:59,0.37, 0.61, 0.55
2024-09-01 03:23:00,0.31, 0.67, 0.61
2024-09-01 03:23:01,0.37, 0.67, 0.61
2024-09-01 03:23:02,0.37, 0.61, 0.67
2024-09-01 03:23:03,0.31, 0.61, 0.61
2024-09-01 03:23:04,0.37, 0.61, 0.61
2024-09-01 03:26:54,0.37, 0.61, 0.61
2024-09-01 03:26:55,0.43, 0.61, 0.67
2024-09-01 03:26:56,0.55, 0.67, 0.61
2024-09-01 03:26:57,0.37, 0.61, 0.67
2024-09-01 03:26:58,0.12, 0.55, 0.61
2024-09-01 03:26:59,0.00, 0.55, 0.61
2024-09-01 03:27:00,0.43, 0.67, 0.61
2024-09-01 03:27:01,0.37, 0.67, 0.61
2024-09-01 03:27:02,0.43, 0.67, 0.61
2024-09-01 03:27:03,0.24, 0.61, 0.61
2024-09-01 03:27:04,0.43, 0.67, 0.61
2024-09-01 03:27:05,0.24, 0.61, 0.61
2024-09-01 03:27:06,0.55, 0.73, 0.61
2024-09-01 03:27:07,0.12, 0.55, 0.67
2024-09-01 03:27:08,0.43, 0.67, 0.61
2024-09-01 03:27:09,0.37, 0.61, 0.67
2024-09-01 03:27:10,0.37, 0.67, 0.61
2024-09-01 03:27:11,0.79, 0.85, 0.55
2024-09-01 03:27:12,0.18, 0.55, 0.61
2024-09-01 03:27:13,-0.06, 0.55, 0.67
2024-09-01 03:27:14,0.31, 0.67, 0.67
2024-09-01 03:27:15,0.31, 0.61, 0.67
2024-09-01 03:27:16,0.37, 0.61, 0.67
2024-09-01 03:27:17,0.24, 0.61, 0.67
2024-09-01 03:27:18,0.31, 0.61, 0.61
2024-09-01 03:27:19,0.37, 0.61, 0.61
2024-09-01 03:27:20,0.37, 0.61, 0.61
2024-09-01 03:27:21,0.37, 0.67, 0.61
2024-09-01 03:27:22,0.37, 0.67, 0.61
2024-09-01 03:27:23,0.31, 0.67, 0.61
2024-09-01 03:27:24,0.37, 0.61, 0.61
2024-09-01 03:48:45,0.31, 0.61, 0.55
2024-09-01 03:48:46,0.31, 0.61, 0.61
2024-09-01 03:48:47,0.31, 0.61, 0.67
2024-09-01 04:03:57,0.37, 0.61, 0.67
2024-09-01 04:03:58,0.31, 0.55, 0.61
2024-09-01 04:03:59,0.31, 0.61, 0.67
2024-09-01 04:04:00,0.37, 0.61, 0.67
2024-09-01 04:04:01,0.37, 0.61, 0.67
2024-09-01 04:04:02,0.31, 0.61, 0.67
2024-09-01 04:04:04,0.31, 0.61, 0.67
2024-09-01 04:04:04,0.37, 0.67, 0.61
2024-09-01 04:04:05,0.24, 0.61, 0.61
2024-09-01 04:04:06,0.37, 0.67, 0.61
2024-09-01 04:04:07,0.37, 0.67, 0.61
2024-09-01 04:04:08,0.18, 0.55, 0.61
2024-09-01 04:04:09,0.37, 0.61, 0.67
2024-09-01 04:04:10,0.37, 0.67, 0.67
2024-09-01 04:04:11,0.31, 0.61, 0.61
2024-09-01 04:04:12,0.37, 0.61, 0.67
2024-09-01 04:04:13,0.31, 0.61, 0.61
2024-09-01 04:04:14,0.24, 0.61, 0.61
2024-09-01 04:04:15,0.37, 0.67, 0.61
2024-09-01 04:04:16,0.31, 0.61, 0.61
2024-09-01 04:04:17,0.31, 0.67, 0.67
2024-09-01 04:04:18,0.31, 0.61, 0.61
2024-09-01 04:04:20,0.37, 0.61, 0.67
2024-09-01 04:04:20,0.24, 0.61, 0.67
2024-09-01 04:04:21,0.31, 0.61, 0.61
2024-09-01 04:04:22,0.31, 0.61, 0.61
2024-09-01 04:04:24,0.37, 0.61, 0.67
2024-09-01 04:04:24,0.31, 0.55, 0.67
2024-09-01 04:04:25,0.31, 0.61, 0.67
2024-09-01 04:04:26,0.31, 0.61, 0.61
2024-09-01 04:04:28,0.31, 0.67, 0.67
2024-09-01 04:04:28,0.31, 0.61, 0.61
2024-09-01 04:04:29,0.37, 0.67, 0.67
2024-09-01 04:04:30,0.37, 0.61, 0.67
2024-09-01 04:04:31,0.31, 0.67, 0.67
2024-09-01 04:04:32,0.37, 0.61, 0.67
2024-09-01 04:04:34,0.37, 0.55, 0.67
2024-09-01 04:04:34,0.31, 0.61, 0.61
2024-09-01 04:04:36,0.31, 0.67, 0.67
2024-09-01 04:04:37,0.31, 0.67, 0.61
2024-09-01 04:04:38,0.37, 0.67, 0.61
2024-09-01 04:04:39,0.31, 0.67, 0.67
2024-09-01 04:04:40,0.37, 0.61, 0.67
2024-09-01 04:04:41,0.37, 0.61, 0.67
2024-09-01 04:04:42,0.37, 0.67, 0.61
2024-09-01 04:04:43,0.37, 0.67, 0.61
2024-09-01 04:04:44,0.37, 0.67, 0.67
2024-09-01 04:04:45,0.37, 0.61, 0.61
2024-09-01 04:04:46,0.31, 0.61, 0.67
2024-09-01 04:04:47,0.24, 0.61, 0.67
2024-09-01 04:04:48,0.31, 0.67, 0.67
2024-09-01 04:04:49,0.31, 0.61, 0.67
2024-09-01 04:04:50,0.37, 0.61, 0.61
2024-09-01 04:04:51,0.37, 0.61, 0.67
2024-09-01 04:04:52,0.37, 0.55, 0.61
2024-09-01 04:04:53,0.31, 0.67, 0.67
2024-09-01 04:04:54,0.31, 0.61, 0.67
2024-09-01 04:04:55,0.37, 0.61, 0.61
2024-09-01 04:04:56,0.31, 0.61, 0.67
2024-09-01 04:04:57,0.31, 0.61, 0.67
2024-09-01 04:04:58,0.37, 0.61, 0.67
2024-09-01 04:04:59,0.37, 0.67, 0.61
2024-09-01 04:05:00,0.37, 0.55, 0.67
2024-09-01 04:05:01,0.37, 0.61, 0.67
2024-09-01 04:05:02,0.31, 0.67, 0.61
2024-09-01 04:05:03,0.37, 0.67, 0.61
2024-09-01 04:05:04,0.31, 0.61, 0.67
2024-09-01 04:05:05,0.31, 0.67, 0.61
2024-09-01 04:05:06,0.31, 0.61, 0.67
2024-09-01 04:05:07,0.37, 0.67, 0.61
2024-09-01 04:05:08,0.37, 0.67, 0.61
2024-09-01 04:05:09,0.37, 0.61, 0.61
2024-09-01 04:05:10,0.43, 0.67, 0.61
2024-09-01 04:05:11,0.37, 0.61, 0.67
2024-09-01 04:05:12,0.37, 0.61, 0.67
2024-09-01 04:05:13,0.37, 0.67, 0.67
2024-09-01 04:05:14,0.37, 0.61, 0.67
2024-09-01 04:05:15,0.31, 0.67, 0.61
2024-09-01 04:05:16,0.31, 0.61, 0.61
2024-09-01 04:05:17,0.31, 0.61, 0.67
2024-09-01 04:05:18,0.31, 0.67, 0.61
2024-09-01 04:05:19,0.37, 0.61, 0.61
2024-09-01 04:05:20,0.31, 0.67, 0.67
2024-09-01 04:05:21,0.31, 0.61, 0.67
2024-09-01 04:05:22,0.31, 0.61, 0.61
2024-09-01 04:05:23,0.31, 0.61, 0.67
2024-09-01 04:05:24,0.37, 0.61, 0.61
2024-09-01 04:05:25,0.37, 0.67, 0.61
2024-09-01 04:05:26,0.31, 0.67, 0.61
2024-09-01 04:05:27,0.43, 0.67, 0.67
2024-09-01 04:05:28,0.31, 0.61, 0.61
2024-09-01 04:05:29,0.37, 0.61, 0.61
2024-09-01 04:05:30,0.37, 0.61, 0.61
2024-09-01 04:05:31,0.31, 0.61, 0.61
2024-09-01 04:05:32,0.31, 0.61, 0.61
2024-09-01 04:05:33,0.31, 0.61, 0.61
2024-09-01 04:05:34,0.37, 0.61, 0.61
2024-09-01 04:05:35,0.37, 0.61, 0.61
2024-09-01 04:05:36,0.37, 0.61, 0.61
2024-09-01 04:05:37,0.31, 0.67, 0.61
2024-09-01 04:05:38,0.37, 0.67, 0.61
2024-09-01 04:05:39,0.37, 0.67, 0.61
2024-09-01 04:05:40,0.37, 0.61, 0.67
2024-09-01 04:05:41,0.37, 0.67, 0.67
2024-09-01 04:05:42,0.31, 0.61, 0.67
2024-09-01 04:05:43,0.37, 0.61, 0.61
2024-09-01 04:05:44,0.31, 0.55, 0.67
2024-09-01 04:05:45,0.37, 0.61, 0.61
2024-09-01 04:05:46,0.31, 0.67, 0.61
2024-09-01 04:05:47,0.37, 0.61, 0.67
2024-09-01 04:05:48,0.31, 0.61, 0.61
2024-09-01 04:05:49,0.37, 0.61, 0.61
2024-09-01 04:05:50,0.37, 0.61, 0.67
2024-09-01 04:05:51,0.31, 0.67, 0.61
2024-08-26 00:54:27,0.31, 0.49, 0.37
2024-08-26 00:54:27,0.31, 0.49, 0.37
2024-08-26 00:54:28,0.31, 0.49, 0.37
2024-08-26 00:54:29,0.31, 0.49, 0.37
2024-08-26 00:54:31,0.37, 0.49, 0.37
2024-08-26 00:54:31,0.31, 0.43, 0.24
2024-08-26 00:54:32,0.37, 0.49, 0.37
2024-08-26 00:54:33,0.31, 0.43, 0.37
2024-08-26 00:54:35,0.31, 0.49, 0.37
2024-08-26 00:54:35,0.31, 0.49, 0.43
2024-08-26 00:54:36,0.31, 0.49, 0.43
2024-08-26 00:54:37,0.18, 0.49, 0.43
2024-08-26 00:54:38,0.24, 0.49, 0.37
2024-08-26 00:54:39,0.37, 0.55, 0.37
2024-08-26 00:54:40,0.37, 0.49, 0.31
2024-08-26 00:54:42,0.37, 0.49, 0.37
2024-08-26 00:54:42,0.31, 0.49, 0.37
2024-08-26 00:54:44,0.31, 0.49, 0.37
2024-08-26 00:54:45,0.31, 0.49, 0.37
2024-08-26 00:54:46,0.31, 0.55, 0.37
2024-08-26 00:54:47,0.31, 0.49, 0.37
2024-08-26 00:54:48,0.31, 0.49, 0.43
2024-08-26 00:54:49,0.31, 0.49, 0.37
2024-08-26 00:54:50,0.43, 0.49, 0.37
2024-08-26 00:54:51,0.31, 0.49, 0.37
2024-08-26 00:54:52,0.49, 0.55, 0.43
2024-08-26 00:54:53,0.31, 0.49, 0.37
2024-08-26 00:54:54,0.31, 0.49, 0.37
2024-08-26 00:54:55,0.31, 0.49, 0.37
2024-08-26 00:54:56,0.31, 0.49, 0.37
2024-08-26 00:54:57,0.31, 0.49, 0.37
2024-08-26 00:54:58,0.37, 0.49, 0.37
2024-08-26 00:54:59,0.24, 0.49, 0.37
2024-08-26 00:55:00,0.31, 0.49, 0.31
2024-08-26 00:55:01,0.31, 0.55, 0.37
2024-08-26 00:55:02,0.37, 0.49, 0.31
2024-08-26 00:55:03,0.31, 0.43, 0.37
2024-08-26 00:55:04,0.31, 0.49, 0.37
2024-08-26 00:55:05,0.31, 0.49, 0.37
2024-08-26 00:55:06,0.37, 0.55, 0.37
2024-08-26 00:55:07,0.31, 0.49, 0.37
2024-08-26 00:55:08,0.37, 0.55, 0.43
2024-08-26 00:55:09,0.24, 0.49, 0.37
2024-08-26 00:55:10,0.31, 0.49, 0.31
2024-08-26 00:55:11,0.61, 0.61, 0.31
2024-08-26 00:55:12,0.12, 0.49, 0.31
2024-08-26 00:55:13,0.24, 0.49, 0.31
2024-08-26 00:55:14,0.24, 0.49, 0.37
2024-08-26 00:55:15,0.31, 0.49, 0.37
2024-08-26 00:55:16,0.31, 0.49, 0.37
2024-08-26 00:55:17,0.31, 0.49, 0.37
2024-08-26 00:55:18,0.31, 0.49, 0.31
2024-08-26 00:55:19,0.31, 0.49, 0.37
2024-08-26 00:55:20,0.31, 0.49, 0.37
2024-08-26 00:55:21,0.31, 0.49, 0.43
2024-08-26 00:55:22,0.31, 0.49, 0.37
2024-08-26 00:55:23,0.31, 0.49, 0.37
2024-08-26 00:55:24,0.31, 0.49, 0.37
2024-08-26 00:55:25,0.31, 0.49, 0.37
2024-08-26 00:55:26,0.31, 0.49, 0.37
2024-08-26 00:55:27,0.31, 0.49, 0.37
2024-08-26 00:55:28,0.31, 0.49, 0.31
2024-08-26 00:55:29,0.31, 0.49, 0.37
2024-08-26 00:55:30,0.31, 0.49, 0.37
2024-08-26 00:55:31,0.31, 0.49, 0.31
2024-08-26 00:55:32,0.31, 0.49, 0.37
2024-08-26 00:55:33,0.31, 0.49, 0.37
2024-08-26 00:55:34,0.31, 0.49, 0.37
2024-08-26 00:55:35,0.31, 0.49, 0.37
2024-08-26 00:55:36,0.31, 0.49, 0.37
2024-08-26 00:55:37,0.31, 0.49, 0.37
2024-08-26 00:55:38,0.31, 0.49, 0.37
2024-08-26 00:55:39,0.31, 0.49, 0.37
2024-08-26 00:55:40,0.31, 0.49, 0.37
2024-08-26 00:55:41,0.31, 0.49, 0.37
2024-08-26 00:55:42,0.31, 0.49, 0.37
2024-08-26 00:55:43,0.31, 0.49, 0.37
2024-08-26 00:55:44,0.31, 0.49, 0.37
2024-08-26 00:55:45,0.31, 0.49, 0.31
2024-08-26 00:55:46,0.31, 0.49, 0.37
2024-08-26 00:55:47,0.31, 0.49, 0.37
2024-08-26 00:55:48,0.31, 0.49, 0.37
2024-08-26 00:55:49,0.31, 0.49, 0.37
2024-08-26 00:55:50,0.31, 0.49, 0.37
2024-08-26 00:55:51,0.31, 0.49, 0.37
2024-08-26 00:55:52,0.31, 0.49, 0.37
2024-08-26 00:55:53,0.31, 0.49, 0.37
2024-08-26 00:55:54,0.31, 0.55, 0.31
2024-08-26 00:55:55,0.31, 0.49, 0.37
2024-08-26 00:55:56,0.37, 0.49, 0.37
2024-08-26 00:55:57,0.37, 0.49, 0.37
2024-08-26 00:55:58,0.31, 0.49, 0.37
2024-08-26 00:55:59,0.31, 0.49, 0.37
2024-08-26 00:56:00,0.31, 0.49, 0.37
2024-08-26 00:56:01,0.31, 0.55, 0.37
2024-08-26 00:56:02,0.31, 0.49, 0.37
2024-08-26 00:56:03,0.31, 0.49, 0.37
2024-08-26 00:56:04,0.31, 0.43, 0.37
2024-08-26 00:56:05,0.31, 0.49, 0.37
2024-08-26 00:56:06,0.31, 0.49, 0.37
2024-08-26 00:56:07,0.31, 0.49, 0.37
2024-08-26 00:56:08,0.31, 0.49, 0.37
2024-08-26 00:56:09,0.31, 0.49, 0.37
2024-08-26 00:56:10,0.31, 0.49, 0.31
2024-08-26 00:56:11,0.31, 0.49, 0.37
2024-08-26 00:56:12,0.31, 0.49, 0.37
2024-08-26 00:56:13,0.31, 0.49, 0.37
2024-08-26 00:56:14,0.31, 0.49, 0.37
2024-08-26 00:56:15,0.31, 0.49, 0.37
2024-08-26 00:56:16,0.31, 0.49, 0.37
2024-08-26 00:56:17,0.31, 0.49, 0.37
2024-08-26 00:56:18,0.31, 0.49, 0.37
2024-08-26 00:56:19,0.31, 0.49, 0.37
2024-08-26 00:56:20,0.31, 0.49, 0.37
2024-08-26 00:56:21,0.31, 0.49, 0.37
2024-08-26 00:56:22,0.31, 0.49, 0.37
2024-08-26 00:56:23,0.31, 0.49, 0.37
2024-08-26 00:56:24,0.31, 0.49, 0.37
2024-08-26 00:56:25,0.31, 0.49, 0.37
2024-08-26 00:56:26,0.31, 0.49, 0.31
2024-08-26 00:56:27,0.31, 0.49, 0.31
2024-08-26 00:56:28,0.24, 0.49, 0.37
2024-08-26 00:56:29,0.31, 0.49, 0.37
2024-08-26 00:56:30,0.31, 0.49, 0.37
2024-08-26 00:56:31,0.31, 0.49, 0.37
2024-08-26 00:56:32,0.31, 0.49, 0.37
2024-08-26 00:56:33,0.31, 0.49, 0.37
2024-08-26 00:56:34,0.31, 0.49, 0.37
2024-08-26 00:56:35,0.31, 0.49, 0.37
2024-08-26 00:56:36,0.31, 0.49, 0.37
2024-08-26 00:56:37,0.31, 0.49, 0.37
2024-08-26 00:56:38,0.31, 0.49, 0.31
2024-08-26 00:56:39,0.31, 0.49, 0.37
2024-08-26 00:56:40,0.31, 0.49, 0.31
2024-08-26 00:56:41,0.31, 0.49, 0.37
2024-08-26 00:56:42,0.31, 0.49, 0.37
2024-08-26 00:56:43,0.31, 0.49, 0.37
2024-08-26 00:56:44,0.31, 0.49, 0.37
2024-08-26 00:56:45,0.31, 0.49, 0.31
2024-08-26 00:56:46,0.31, 0.49, 0.37
2024-08-26 00:56:47,0.31, 0.49, 0.37
2024-08-26 00:56:48,0.31, 0.49, 0.37
2024-08-26 00:56:49,0.31, 0.49, 0.37
2024-08-26 00:56:51,0.31, 0.49, 0.37
2024-08-26 00:56:51,0.31, 0.49, 0.37
2024-08-26 00:56:52,0.31, 0.49, 0.37
2024-08-26 00:56:53,0.31, 0.49, 0.37
2024-08-26 00:56:54,0.31, 0.49, 0.37
2024-08-26 00:56:55,0.24, 0.49, 0.37
2024-08-26 00:56:56,0.31, 0.49, 0.37
2024-08-26 00:56:57,0.31, 0.49, 0.37
2024-08-26 00:57:00,0.31, 0.49, 0.37
2024-08-26 00:57:00,0.31, 0.55, 0.37
2024-08-26 00:57:00,0.31, 0.49, 0.37
2024-08-26 00:57:01,0.31, 0.49, 0.37
2024-08-26 00:57:02,0.31, 0.49, 0.37
2024-08-26 00:57:03,0.37, 0.49, 0.37
2024-08-26 00:57:04,0.31, 0.49, 0.37
2024-08-26 00:57:05,0.31, 0.49, 0.31
2024-08-26 00:57:07,0.31, 0.49, 0.37
2024-08-26 00:57:07,0.31, 0.49, 0.37
2024-08-26 00:57:08,0.31, 0.49, 0.37
2024-08-26 00:57:09,0.31, 0.49, 0.31
2024-08-26 00:57:10,0.31, 0.49, 0.37
2024-08-26 00:57:11,0.24, 0.49, 0.37
2024-08-26 00:57:12,0.31, 0.49, 0.37
2024-08-26 00:57:13,0.24, 0.55, 0.37
2024-08-26 00:57:14,0.24, 0.49, 0.37
2024-08-26 00:57:15,0.31, 0.49, 0.37
2024-08-26 00:57:16,0.31, 0.49, 0.37
2024-08-26 00:57:17,0.31, 0.49, 0.37
2024-08-26 00:57:18,0.37, 0.49, 0.37
2024-08-26 00:57:19,0.31, 0.49, 0.37
2024-08-26 00:57:20,0.31, 0.49, 0.37
2024-08-26 00:57:21,0.31, 0.49, 0.37
2024-08-26 00:57:23,0.18, 0.43, 0.37
2024-08-26 00:57:24,0.31, 0.55, 0.37
2024-08-26 00:57:24,0.37, 0.49, 0.37
2024-08-26 00:57:25,0.31, 0.55, 0.31
2024-08-26 00:57:26,0.37, 0.49, 0.37
2024-08-26 00:57:27,-1.40, -0.06, 0.24
2024-08-26 00:57:28,0.31, 0.49, 0.43
2024-08-26 00:57:29,0.06, 0.43, 0.31
2024-08-26 00:57:30,0.37, 0.49, 0.37
2024-08-26 00:57:31,0.24, 0.49, 0.31
2024-08-26 00:57:32,0.37, 0.55, 0.37
2024-08-26 00:57:33,0.37, 0.55, 0.37
2024-08-26 00:57:34,0.31, 0.49, 0.37
2024-08-26 00:57:35,0.12, 0.43, 0.31
2024-08-26 00:57:36,0.18, 0.43, 0.31
2024-08-26 00:57:37,0.67, 0.49, 0.37
2024-08-26 00:57:39,0.31, 0.49, 0.31
2024-08-26 00:57:39,0.37, 0.49, 0.37
2024-08-26 00:57:40,0.31, 0.55, 0.37
2024-08-26 00:57:41,0.18, 0.55, 0.31
2024-08-26 00:57:42,0.31, 0.43, 0.37
2024-08-26 00:57:43,-0.98, 0.18, 1.22
2024-08-26 00:57:44,0.06, 0.61, 0.67
2024-08-26 00:57:45,0.31, 0.49, 0.37
2024-08-26 00:57:47,0.31, 0.49, 0.31
2024-08-26 00:57:48,0.24, 0.49, 0.24
2024-08-26 00:57:48,0.24, 0.49, 0.31
