Id,Timestamp,x,y,z
66c9b686860212e38e1c6205,2024-08-24 20:31:34,0.31, 0.49, 0.49
66c9b687860212e38e1c6206,2024-08-24 20:31:35,0.31, 0.55, 0.49
66c9b688860212e38e1c6207,2024-08-24 20:31:36,0.37, 0.49, 0.49
66c9b689860212e38e1c6208,2024-08-24 20:31:37,0.24, 0.49, 0.49
66c9b68a860212e38e1c6209,2024-08-24 20:31:38,0.37, 0.55, 0.49
66c9b68b860212e38e1c620a,2024-08-24 20:31:39,0.43, 0.49, 0.55
66c9b68c860212e38e1c620b,2024-08-24 20:31:40,0.31, 0.43, 0.43
66c9b68d860212e38e1c620c,2024-08-24 20:31:41,0.31, 0.49, 0.49
66c9b68e860212e38e1c620d,2024-08-24 20:31:42,0.37, 0.49, 0.49
66c9b68f860212e38e1c620e,2024-08-24 20:31:43,0.37, 0.49, 0.43
66c9b690860212e38e1c620f,2024-08-24 20:31:44,0.49, 0.49, 0.49
66c9b692860212e38e1c6210,2024-08-24 20:31:46,0.37, 0.49, 0.49
66c9b693860212e38e1c6211,2024-08-24 20:31:47,0.37, 0.49, 0.49
66c9b693860212e38e1c6212,2024-08-24 20:31:47,0.18, 0.49, 0.49
66c9b695860212e38e1c6213,2024-08-24 20:31:49,0.37, 0.43, 0.49
66c9b696860212e38e1c6214,2024-08-24 20:31:50,0.37, 0.49, 0.49
66c9b697860212e38e1c6215,2024-08-24 20:31:51,0.24, 0.49, 0.49
66c9b698860212e38e1c6216,2024-08-24 20:31:52,0.49, 0.49, 0.43
66c9b699860212e38e1c6217,2024-08-24 20:31:53,0.31, 0.49, 0.49
66c9b69a860212e38e1c6218,2024-08-24 20:31:54,0.31, 0.49, 0.49
66c9b69b860212e38e1c6219,2024-08-24 20:31:55,0.31, 0.55, 0.49
66c9b69c860212e38e1c621a,2024-08-24 20:31:56,0.31, 0.49, 0.49
66c9b69d860212e38e1c621b,2024-08-24 20:31:57,0.31, 0.49, 0.49
66c9b69e860212e38e1c621c,2024-08-24 20:31:58,0.24, 0.49, 0.49
66c9b69f860212e38e1c621d,2024-08-24 20:31:59,0.31, 0.49, 0.49
66c9b6a0860212e38e1c621e,2024-08-24 20:32:00,0.24, 0.55, 0.49
66c9b6a1860212e38e1c621f,2024-08-24 20:32:01,0.61, 0.49, 0.49
66c9b6a2860212e38e1c6220,2024-08-24 20:32:02,0.37, 0.49, 0.49
66c9b6a3860212e38e1c6221,2024-08-24 20:32:03,0.24, 0.49, 0.49
66c9b6a4860212e38e1c6222,2024-08-24 20:32:04,0.31, 0.49, 0.49
66c9b6a5860212e38e1c6223,2024-08-24 20:32:05,0.37, 0.49, 0.43
66c9b6a6860212e38e1c6224,2024-08-24 20:32:06,0.24, 0.49, 0.43
66c9b6a7860212e38e1c6225,2024-08-24 20:32:07,0.31, 0.49, 0.49
66c9b6a8860212e38e1c6226,2024-08-24 20:32:08,0.31, 0.49, 0.49
66c9b6a9860212e38e1c6227,2024-08-24 20:32:09,0.43, 0.49, 0.49
66c9b6aa860212e38e1c6228,2024-08-24 20:32:10,0.37, 0.49, 0.43
66c9b6ab860212e38e1c6229,2024-08-24 20:32:11,0.31, 0.49, 0.49
66c9b6ac860212e38e1c622a,2024-08-24 20:32:12,0.31, 0.49, 0.49
66c9b6ad860212e38e1c622b,2024-08-24 20:32:13,0.31, 0.49, 0.43
66c9b6ae860212e38e1c622c,2024-08-24 20:32:14,0.37, 0.55, 0.49
66c9b6af860212e38e1c622d,2024-08-24 20:32:15,0.31, 0.49, 0.43
66c9b6b0860212e38e1c622e,2024-08-24 20:32:16,0.24, 0.49, 0.49
66c9b6b1860212e38e1c622f,2024-08-24 20:32:17,0.37, 0.49, 0.49
66c9b6b2860212e38e1c6230,2024-08-24 20:32:18,0.31, 0.49, 0.49
66c9b6b3860212e38e1c6231,2024-08-24 20:32:19,0.31, 0.49, 0.49
66c9b6b4860212e38e1c6232,2024-08-24 20:32:20,0.31, 0.49, 0.49
66c9b6b5860212e38e1c6233,2024-08-24 20:32:21,0.37, 0.49, 0.49
66c9b6b6860212e38e1c6234,2024-08-24 20:32:22,0.31, 0.49, 0.49
66c9b6b7860212e38e1c6235,2024-08-24 20:32:23,0.31, 0.55, 0.49
66c9b6b8860212e38e1c6236,2024-08-24 20:32:24,0.31, 0.55, 0.49
66c9b6b9860212e38e1c6237,2024-08-24 20:32:25,0.31, 0.49, 0.49
66c9b6ba860212e38e1c6238,2024-08-24 20:32:26,0.31, 0.49, 0.49
66c9b6bb860212e38e1c6239,2024-08-24 20:32:27,0.37, 0.49, 0.49
66c9b6bc860212e38e1c623a,2024-08-24 20:32:28,0.31, 0.49, 0.43
66c9b6bd860212e38e1c623b,2024-08-24 20:32:29,0.24, 0.49, 0.49
66c9b6be860212e38e1c623c,2024-08-24 20:32:30,0.37, 0.49, 0.43
66c9b6bf860212e38e1c623d,2024-08-24 20:32:31,0.31, 0.49, 0.49
66c9b6c0860212e38e1c623e,2024-08-24 20:32:32,0.31, 0.49, 0.49
66c9b6c1860212e38e1c623f,2024-08-24 20:32:33,0.31, 0.55, 0.49
66c9b6c2860212e38e1c6240,2024-08-24 20:32:34,0.24, 0.49, 0.49
66c9b6c3860212e38e1c6241,2024-08-24 20:32:35,0.31, 0.55, 0.43
66c9b6c4860212e38e1c6242,2024-08-24 20:32:36,0.37, 0.49, 0.43
66c9b6c5860212e38e1c6243,2024-08-24 20:32:37,0.31, 0.49, 0.49
66c9b6c6860212e38e1c6244,2024-08-24 20:32:38,0.31, 0.49, 0.49
66c9b6c7860212e38e1c6245,2024-08-24 20:32:39,0.37, 0.49, 0.49
66c9b6c8860212e38e1c6246,2024-08-24 20:32:40,0.37, 0.49, 0.49
66c9b6c9860212e38e1c6247,2024-08-24 20:32:41,0.31, 0.55, 0.49
66c9b6ca860212e38e1c6248,2024-08-24 20:32:42,0.31, 0.49, 0.49
66c9b6cb860212e38e1c6249,2024-08-24 20:32:43,0.31, 0.49, 0.49
66c9b6cc860212e38e1c624a,2024-08-24 20:32:44,0.31, 0.49, 0.49
66c9b6cd860212e38e1c624b,2024-08-24 20:32:45,0.31, 0.49, 0.49
66c9b6ce860212e38e1c624c,2024-08-24 20:32:46,0.37, 0.49, 0.49
66c9b6cf860212e38e1c624d,2024-08-24 20:32:47,0.24, 0.49, 0.49
66c9b6d0860212e38e1c624e,2024-08-24 20:32:48,0.31, 0.49, 0.49
66c9b6d1860212e38e1c624f,2024-08-24 20:32:49,0.31, 0.49, 0.49
66c9b6d2860212e38e1c6250,2024-08-24 20:32:50,0.37, 0.49, 0.49
66c9b6d3860212e38e1c6251,2024-08-24 20:32:51,0.31, 0.49, 0.49
66c9b6d4860212e38e1c6252,2024-08-24 20:32:52,0.31, 0.49, 0.49
66c9b6d5860212e38e1c6253,2024-08-24 20:32:53,0.31, 0.49, 0.49
66c9b6d6860212e38e1c6254,2024-08-24 20:32:54,0.37, 0.49, 0.49
66c9b6d7860212e38e1c6255,2024-08-24 20:32:55,0.24, 0.49, 0.49
66c9b6d8860212e38e1c6256,2024-08-24 20:32:56,0.37, 0.49, 0.43
66c9b6d9860212e38e1c6257,2024-08-24 20:32:57,0.43, 0.55, 0.49
66c9b6da860212e38e1c6258,2024-08-24 20:32:58,0.00, 0.55, 0.49
66c9b6db860212e38e1c6259,2024-08-24 20:32:59,0.37, 0.49, 0.49
66c9b6dc860212e38e1c625a,2024-08-24 20:33:00,0.49, 0.55, 0.49
66c9b6dd860212e38e1c625b,2024-08-24 20:33:01,0.31, 0.49, 0.43
66c9b6de860212e38e1c625c,2024-08-24 20:33:02,0.31, 0.49, 0.49
66c9b6df860212e38e1c625d,2024-08-24 20:33:03,0.24, 0.49, 0.43
66c9b6e0860212e38e1c625e,2024-08-24 20:33:04,0.49, 0.55, 0.43
66c9b6e1860212e38e1c625f,2024-08-24 20:33:05,0.31, 0.49, 0.49
66c9b6e2860212e38e1c6260,2024-08-24 20:33:06,0.31, 0.49, 0.49
66c9b6e3860212e38e1c6261,2024-08-24 20:33:07,0.31, 0.49, 0.49
66c9b6e4860212e38e1c6262,2024-08-24 20:33:08,0.31, 0.49, 0.49
