time,value
2024-08-27T18:32:18.83791926Z,-0.0071563720703125
2024-08-27T18:32:19.833151663Z,-0.00775146484375
2024-08-27T18:32:20.84381722Z,-0.010406494140625
2024-08-27T18:32:21.838735532Z,-0.01287841796875
2024-08-27T18:32:22.841342453Z,-0.0101470947265625
2024-08-27T18:32:23.836616819Z,-0.006195068359375
2024-08-27T18:32:24.845069871Z,-0.005096435546875
2024-08-27T18:32:25.835109177Z,-0.0156402587890625
2024-08-27T18:32:26.846191062Z,-0.0069122314453125
2024-08-27T18:32:27.844718319Z,-0.0041656494140625
2024-08-27T18:32:28.843717691Z,-0.0099945068359375
2024-08-27T18:32:29.849043939Z,-0.00872802734375
2024-08-27T18:32:30.854006832Z,-0.0110626220703125
2024-08-27T18:32:31.846145619Z,-0.0105438232421875
2024-08-27T18:32:32.84543032Z,-0.01043701171875
2024-08-27T18:32:33.851980363Z,-0.0113372802734375
2024-08-27T18:32:34.850943736Z,-0.0081634521484375
2024-08-27T18:32:35.846744066Z,-0.0084686279296875
2024-08-27T18:32:36.852369715Z,-0.00897216796875
2024-08-27T18:32:37.871385837Z,-0.009918212890625
2024-08-27T18:32:38.857220086Z,-0.0105743408203125
2024-08-27T18:32:39.851261429Z,-0.0117950439453125
2024-08-27T18:32:40.877945969Z,-0.009796142578125
2024-08-27T18:32:41.874453629Z,-0.010345458984375
2024-08-27T18:32:42.859164629Z,-0.011260986328125
2024-08-27T18:32:43.84871885Z,-0.0167083740234375
2024-08-27T18:32:44.855288155Z,-0.0105133056640625
2024-08-27T18:32:45.864306188Z,-0.01324462890625
2024-08-27T18:32:46.856482315Z,-0.0110321044921875
2024-08-27T18:32:47.864720144Z,-0.0087738037109375
2024-08-27T18:32:48.971850576Z,-0.0119781494140625
2024-08-27T18:32:50.58064925Z,-0.006988525390625
2024-08-27T18:32:50.856672337Z,-0.01055908203125
2024-08-27T18:32:51.87830852Z,-0.01263427734375
2024-08-27T18:32:52.857700262Z,-0.007843017578125
2024-08-27T18:32:53.860115166Z,-0.0116729736328125
2024-08-27T18:32:54.865836903Z,-0.011138916015625
2024-08-27T18:32:55.864596503Z,-0.00506591796875
2024-08-27T18:32:56.880686546Z,-0.0116729736328125
2024-08-27T18:32:57.915434979Z,-0.0194091796875
2024-08-27T18:32:58.864179783Z,-0.010498046875
2024-08-27T18:32:59.881981546Z,-0.0092620849609375
2024-08-27T18:33:00.900929548Z,-0.010528564453125
2024-08-27T18:33:01.884112314Z,-0.0087432861328125
2024-08-27T18:33:02.884135386Z,-0.0158538818359375
2024-08-27T18:33:03.902554255Z,-0.013580322265625
2024-08-27T18:33:04.886302381Z,-0.0161895751953125
2024-08-27T18:33:05.888702839Z,-0.009765625
2024-08-27T18:33:06.892603741Z,-0.01025390625
2024-08-27T18:33:07.884945275Z,-0.008544921875
2024-08-27T18:33:08.889380086Z,-0.0189971923828125
2024-08-27T18:33:09.891095455Z,-0.0101318359375
2024-08-27T18:33:10.894396381Z,-0.010986328125
2024-08-27T18:33:11.890546706Z,-0.01123046875
2024-08-27T18:33:12.887560154Z,-0.0144805908203125
2024-08-27T18:33:13.885419308Z,-0.012603759765625
2024-08-27T18:33:14.890167278Z,-0.007843017578125
2024-08-27T18:33:15.89599352Z,-0.0150909423828125
2024-08-27T18:33:16.894316912Z,-0.00982666015625
2024-08-27T18:33:17.89286055Z,-0.0058441162109375
2024-08-27T18:33:18.892697169Z,-0.00848388671875
2024-08-27T18:33:19.892524519Z,-0.0117950439453125
2024-08-27T18:33:20.892618696Z,-0.0111541748046875
2024-08-27T18:33:21.895380843Z,-0.01361083984375
2024-08-27T18:33:22.894683103Z,-0.01226806640625
2024-08-27T18:33:23.896743075Z,-0.01312255859375
2024-08-27T18:33:24.894797513Z,-0.010772705078125
2024-08-27T18:33:25.897037685Z,-0.0140533447265625
2024-08-27T18:33:26.901479499Z,-0.0096282958984375
2024-08-27T18:33:27.908652035Z,-0.009246826171875
2024-08-27T18:33:28.898933372Z,-0.0050201416015625
2024-08-27T18:33:29.898460153Z,-0.015106201171875
2024-08-27T18:33:30.909532556Z,-0.0088958740234375
2024-08-27T18:33:31.903369475Z,-0.01153564453125
2024-08-27T18:33:32.898863812Z,-0.005157470703125
2024-08-27T18:33:33.899818073Z,-0.0096435546875
2024-08-27T18:33:34.900727073Z,0.003082275390625
2024-08-27T18:33:35.899956306Z,-0.011932373046875
2024-08-27T18:33:36.913961958Z,-0.0052947998046875
2024-08-27T18:33:37.904550032Z,-0.0149383544921875
2024-08-27T18:33:38.903773351Z,-0.008331298828125
2024-08-27T18:33:39.903806059Z,-0.012908935546875
2024-08-27T18:33:40.907249056Z,-0.010467529296875
2024-08-27T18:33:41.903293689Z,-0.0125885009765625
2024-08-27T18:33:42.904932422Z,-0.0089874267578125
2024-08-27T18:33:43.899987966Z,-0.0104217529296875
2024-08-27T18:33:44.931906047Z,-0.01153564453125
2024-08-27T18:33:45.905479439Z,-0.0090789794921875
2024-08-27T18:33:46.904428136Z,-0.0130767822265625
2024-08-27T18:33:47.908314823Z,-0.0089263916015625
2024-08-27T18:33:48.974459105Z,-0.0110931396484375
2024-08-27T18:33:49.916578885Z,-0.007965087890625
2024-08-27T18:33:50.917552105Z,-0.0133209228515625
2024-08-27T18:33:51.915027413Z,-0.0115203857421875
2024-08-27T18:33:52.91201226Z,-0.0071868896484375
2024-08-27T18:33:53.911684264Z,-0.0100250244140625
2024-08-27T18:33:54.91018971Z,-0.0099639892578125
2024-08-27T18:33:55.940169977Z,-0.0107421875
2024-08-27T18:33:56.914648122Z,-0.0104217529296875
2024-08-27T18:33:57.915250216Z,-0.0143890380859375
2024-08-27T18:33:58.915546128Z,-0.0091094970703125
2024-08-27T18:33:59.919365706Z,-0.00885009765625
2024-08-27T18:34:00.917926885Z,-0.011474609375
2024-08-27T18:34:01.918296661Z,-0.00518798828125
2024-08-27T18:34:02.920736705Z,-0.003448486328125
2024-08-27T18:34:03.91880603Z,-0.012542724609375
2024-08-27T18:34:04.921935217Z,-0.0149383544921875
2024-08-27T18:34:05.919707863Z,-0.011383056640625
2024-08-27T18:34:06.921933238Z,-0.009307861328125
2024-08-27T18:34:07.925420153Z,-0.0102386474609375
2024-08-27T18:34:08.923893471Z,-0.009613037109375
2024-08-27T18:34:09.925756954Z,-0.0021209716796875
2024-08-27T18:34:10.926690029Z,-0.007781982421875
2024-08-27T18:34:11.927250784Z,-0.0083770751953125
2024-08-27T18:34:12.92582726Z,-0.0114593505859375
2024-08-27T18:34:13.922944967Z,-0.01129150390625
2024-08-27T18:34:14.92472998Z,-0.0091400146484375
2024-08-27T18:34:15.926638273Z,-0.0109710693359375
2024-08-27T18:34:16.926372847Z,-0.00433349609375
2024-08-27T18:34:17.925711252Z,-0.0090179443359375
2024-08-27T18:34:18.929806717Z,-0.008697509765625
2024-08-27T18:34:19.938493652Z,-0.0106048583984375
2024-08-27T18:34:20.930879756Z,-0.010711669921875
2024-08-27T18:34:21.9391482Z,-0.009979248046875
2024-08-27T18:34:22.937950927Z,-0.0125579833984375
2024-08-27T18:34:23.933630699Z,-0.00787353515625
2024-08-27T18:34:24.951852334Z,-0.0062255859375
2024-08-27T18:34:25.935215373Z,-0.0185699462890625
2024-08-27T18:34:26.934052357Z,-0.0089569091796875
2024-08-27T18:34:27.934969936Z,-0.005889892578125
2024-08-27T18:34:28.937695402Z,-0.010345458984375
2024-08-27T18:34:29.933955105Z,-0.0102081298828125
2024-08-27T18:34:30.938104228Z,-0.0090179443359375
2024-08-27T18:34:31.955048311Z,-0.007965087890625
2024-08-27T18:34:32.945088911Z,-0.010772705078125
2024-08-27T18:34:33.940452151Z,-0.00958251953125
2024-08-27T18:34:34.948401028Z,-0.0105743408203125
2024-08-27T18:34:35.94344294Z,-0.0084075927734375
2024-08-27T18:34:37.157913889Z,-0.0104827880859375
2024-08-27T18:34:37.941545438Z,-0.010711669921875
2024-08-27T18:34:38.940407643Z,-0.010040283203125
2024-08-27T18:34:39.947173181Z,-0.010528564453125
2024-08-27T18:34:40.936033487Z,0.0035858154296875
2024-08-27T18:34:41.947208286Z,-0.007843017578125
2024-08-27T18:34:42.946137642Z,-0.0109100341796875
2024-08-27T18:34:43.93963719Z,-0.0074462890625
2024-08-27T18:34:44.947587734Z,-0.013397216796875
2024-08-27T18:34:45.949098617Z,-0.0137939453125
2024-08-27T18:34:46.971115953Z,-0.006744384765625
2024-08-27T18:34:47.950740731Z,-0.0084228515625
2024-08-27T18:34:48.947617241Z,-0.011932373046875
2024-08-27T18:34:49.978193037Z,-0.0098876953125
2024-08-27T18:34:50.951006817Z,-0.0034942626953125
2024-08-27T18:34:52.076029652Z,-0.009979248046875
2024-08-27T18:34:52.954924137Z,-0.0112762451171875
2024-08-27T18:34:53.951583347Z,-0.0069580078125
2024-08-27T18:34:54.960194392Z,0.012359619140625
2024-08-27T18:34:55.954089916Z,-0.0073089599609375
2024-08-27T18:34:56.957455096Z,-0.008270263671875
2024-08-27T18:34:57.96064346Z,-0.0010223388671875
2024-08-27T18:34:58.957221715Z,-0.0115966796875
2024-08-27T18:34:59.959214629Z,-0.0115509033203125
2024-08-27T18:35:00.958518098Z,-0.0092620849609375
2024-08-27T18:35:01.959120598Z,-0.0087738037109375
2024-08-27T18:35:02.976713249Z,-0.0096435546875
2024-08-27T18:35:03.963145845Z,-0.0134124755859375
2024-08-27T18:35:04.96039723Z,-0.0108184814453125
2024-08-27T18:35:05.964470247Z,-0.00830078125
2024-08-27T18:35:06.978881636Z,-0.008758544921875
2024-08-27T18:35:07.9767601Z,-0.0122833251953125
2024-08-27T18:35:08.973357695Z,-0.0093841552734375
2024-08-27T18:35:09.995765904Z,-0.0082244873046875
2024-08-27T18:35:10.967803143Z,-0.00750732421875
2024-08-27T18:35:11.967690428Z,-0.0076141357421875
2024-08-27T18:35:12.958696455Z,-0.008697509765625
2024-08-27T18:35:13.976639501Z,-0.0088653564453125
2024-08-27T18:35:14.984658085Z,-0.0099029541015625
2024-08-27T18:35:15.97612977Z,-0.013702392578125
2024-08-27T18:35:16.97587852Z,-0.0062713623046875
2024-08-27T18:35:17.978427524Z,-0.0168304443359375
2024-08-27T18:35:18.99322852Z,-0.015838623046875
2024-08-27T18:35:19.997892691Z,-0.00994873046875
2024-08-27T18:35:20.973498226Z,-0.01483154296875
2024-08-27T18:35:21.97422123Z,-0.0092620849609375
2024-08-27T18:35:23.004718014Z,-0.0137481689453125
2024-08-27T18:35:23.969084829Z,-0.005950927734375
2024-08-27T18:39:30.199317697Z,-0.0290985107421875
2024-08-27T18:39:31.200712006Z,-0.0155792236328125
2024-08-27T18:39:32.217648334Z,-0.0190887451171875
2024-08-27T18:39:33.217492464Z,-0.0142059326171875
2024-08-27T18:39:34.222594008Z,-0.015533447265625
2024-08-27T18:39:35.220145776Z,-0.013702392578125
2024-08-27T18:39:36.244091166Z,-0.0148468017578125
2024-08-27T18:39:37.261499479Z,-0.0103302001953125
2024-08-27T18:39:38.272642385Z,-0.0166778564453125
2024-08-27T18:39:39.392903708Z,-0.0133209228515625
2024-08-27T18:39:40.31056199Z,-0.0106048583984375
2024-08-27T18:39:41.336400518Z,-0.0099334716796875
2024-08-27T18:39:42.352940255Z,-0.00897216796875
2024-08-27T18:39:43.343533457Z,-0.010650634765625
2024-08-27T18:39:44.364088699Z,-0.009552001953125
2024-08-27T18:39:45.38332826Z,-0.00726318359375
2024-08-27T18:39:46.396679791Z,-0.009521484375
2024-08-27T18:39:47.408166299Z,-0.0103912353515625
2024-08-27T18:39:48.427588862Z,-0.004058837890625
2024-08-27T18:39:49.430130101Z,-0.01409912109375
2024-08-27T18:39:50.444075865Z,-0.007415771484375
2024-08-27T18:39:51.464452415Z,-0.0030364990234375
2024-08-27T18:39:52.476186069Z,-0.0095367431640625
2024-08-27T18:39:53.493589978Z,-0.01104736328125
2024-08-27T18:39:54.516968009Z,-0.011566162109375
2024-08-27T18:39:55.5116049Z,-0.0110321044921875
2024-08-27T18:39:56.511565493Z,-0.0099029541015625
2024-08-27T18:39:57.528937617Z,-0.01190185546875
2024-08-27T18:39:58.530223852Z,-0.008758544921875
2024-08-27T18:39:59.558965138Z,-0.0122222900390625
2024-08-27T18:40:00.557727544Z,-0.01202392578125
2024-08-27T18:40:01.583987498Z,-0.010162353515625
2024-08-27T18:40:02.612245471Z,-0.0063018798828125
2024-08-27T18:40:03.61685603Z,-0.010101318359375
2024-08-27T18:40:04.627788413Z,-0.0106048583984375
2024-08-27T18:40:05.64653282Z,-0.007537841796875
2024-08-27T18:40:06.643626736Z,-0.0102996826171875
2024-08-27T18:40:07.665969774Z,-0.0112762451171875
2024-08-27T18:40:08.690720254Z,-0.0097503662109375
2024-08-27T18:40:09.692168744Z,-0.01141357421875
2024-08-27T18:40:10.695186502Z,-0.0105438232421875
2024-08-27T18:40:11.711318066Z,-0.0098114013671875
2024-08-27T18:40:12.705933335Z,-0.012420654296875
2024-08-27T18:40:13.725757938Z,-0.008056640625
2024-08-27T18:40:14.740491581Z,-0.011627197265625
2024-08-27T18:40:15.737800064Z,-0.0095367431640625
2024-08-27T18:40:16.750476195Z,-0.01239013671875
2024-08-27T18:40:17.787102609Z,-0.0099334716796875
2024-08-27T18:40:18.789872166Z,-0.0109405517578125
2024-08-27T18:40:19.80672876Z,-0.01043701171875
2024-08-27T18:40:20.823006226Z,-0.011749267578125
2024-08-27T18:40:21.83344751Z,-0.0101165771484375
2024-08-27T18:40:22.857270207Z,-0.00848388671875
2024-08-27T18:40:23.877286139Z,-0.0103759765625
2024-08-27T18:40:24.892801697Z,-0.008880615234375
2024-08-27T18:40:25.923874276Z,-0.0130615234375
2024-08-27T18:40:26.92500284Z,-0.0228118896484375
2024-08-27T18:40:27.937216237Z,-0.01495361328125
2024-08-27T18:40:28.95520914Z,-0.01043701171875
2024-08-27T18:40:29.953772869Z,-0.0091094970703125
2024-08-27T18:40:30.981181592Z,-0.0110626220703125
2024-08-27T18:40:31.986377021Z,-0.0102691650390625
2024-08-27T18:40:33.00540215Z,-0.0128631591796875
2024-08-27T18:40:34.022568097Z,0.024322509765625
2024-08-27T18:40:36.145211503Z,-0.008758544921875
2024-08-27T18:40:36.147147018Z,-0.0099029541015625
2024-08-27T18:40:37.037319132Z,-0.0093994140625
2024-08-27T18:40:38.057054746Z,-0.0088958740234375
2024-08-27T18:40:40.484647471Z,-0.0138092041015625
2024-08-27T18:40:40.486424962Z,-0.0131072998046875
2024-08-27T18:40:41.153694011Z,-0.010833740234375
2024-08-27T18:40:42.103689005Z,-0.007843017578125
2024-08-27T18:40:43.10500424Z,-0.00775146484375
2024-08-27T18:40:44.12399358Z,-0.0090484619140625
2024-08-27T18:40:45.139213923Z,-0.0135650634765625
2024-08-27T18:40:46.156095912Z,-0.009674072265625
2024-08-27T18:40:47.164379882Z,-0.012298583984375
2024-08-27T18:40:48.184383516Z,-0.0083770751953125
2024-08-27T18:40:49.217603645Z,-0.00701904296875
2024-08-27T18:40:50.214855864Z,-0.0093231201171875
2024-08-27T18:40:51.260944566Z,-0.0097808837890625
2024-08-27T18:40:52.250644015Z,0.0006561279296875
2024-08-27T18:40:53.267332803Z,-0.0089569091796875
2024-08-27T18:40:54.292091297Z,-0.0114593505859375
2024-08-27T18:40:55.341621106Z,-0.006103515625
2024-08-27T18:40:56.31088662Z,-0.0115509033203125
2024-08-27T18:40:57.317184537Z,-0.0077667236328125
2024-08-27T18:40:58.336246322Z,-0.00555419921875
2024-08-27T18:40:59.348836436Z,-0.013885498046875
2024-08-27T18:41:00.37248184Z,-0.0071868896484375
2024-08-27T18:41:01.398089698Z,-0.0126953125
2024-08-27T18:41:02.393962425Z,-0.0017547607421875
2024-08-27T18:41:03.414726629Z,-0.009918212890625
2024-08-27T18:41:04.433951187Z,-0.0137939453125
2024-08-27T18:41:05.452788521Z,-0.0117340087890625
2024-08-27T18:41:06.496412825Z,-0.009490966796875
2024-08-27T18:41:07.486185205Z,-0.0104217529296875
2024-08-27T18:41:08.504012399Z,-0.0079345703125
2024-08-27T18:41:09.504375973Z,-0.0124053955078125
2024-08-27T18:41:10.517431844Z,-0.0128631591796875
2024-08-27T18:41:11.533122962Z,-0.0086669921875
2024-08-27T18:41:12.548368701Z,-0.008209228515625
2024-08-27T18:41:13.554634009Z,-0.00335693359375
2024-08-27T18:41:14.565793283Z,-0.0111083984375
2024-08-27T18:41:15.613210101Z,-0.0117340087890625
2024-08-27T18:41:16.581116511Z,-0.009002685546875
2024-08-27T18:41:17.600445963Z,-0.0061492919921875
2024-08-27T18:41:18.61677645Z,-0.0101165771484375
2024-08-27T18:41:19.644176682Z,-0.00787353515625
2024-08-27T18:41:20.698311581Z,-0.0112762451171875
2024-08-27T18:41:21.66690646Z,-0.00982666015625
2024-08-27T18:41:22.697985065Z,-0.009857177734375
2024-08-27T18:41:23.700498976Z,-0.0108795166015625
2024-08-27T18:41:24.715519968Z,-0.0104217529296875
2024-08-27T18:41:25.72378137Z,-0.009918212890625
2024-08-27T18:41:26.754578726Z,-0.0097503662109375
2024-08-27T18:41:27.76288948Z,-0.0109710693359375
2024-08-27T18:41:28.768397795Z,-0.0124359130859375
2024-08-27T18:41:29.768003828Z,-0.010162353515625
2024-08-27T18:41:30.784369368Z,-0.0118865966796875
2024-08-27T18:41:31.801872129Z,-0.010101318359375
2024-08-27T18:41:32.799539625Z,-0.0083770751953125
2024-08-27T18:41:33.815687652Z,-0.00921630859375
2024-08-27T18:41:34.834899786Z,-0.0090484619140625
2024-08-27T18:41:35.849814751Z,-0.0107574462890625
2024-08-27T18:41:36.864545108Z,-0.008575439453125
2024-08-27T18:41:37.884973769Z,-0.010528564453125
2024-08-27T18:41:38.88670522Z,-0.010009765625
2024-08-27T18:41:39.909247931Z,-0.0080718994140625
2024-08-27T18:41:40.917479532Z,-0.0105438232421875
2024-08-27T18:41:41.917010922Z,-0.0095062255859375
2024-08-27T18:41:42.931256194Z,-0.009521484375
2024-08-27T18:41:43.951649781Z,-0.0087127685546875
2024-08-27T18:41:44.968797838Z,-0.008819580078125
2024-08-27T18:41:45.984922143Z,-0.010162353515625
2024-08-27T18:41:47.013904634Z,-0.009033203125
2024-08-27T18:41:47.997484595Z,-0.00897216796875
2024-08-27T18:41:49.021977898Z,-0.0065765380859375
2024-08-27T18:41:50.019428993Z,-0.008148193359375
2024-08-27T18:41:51.033813324Z,-0.0092315673828125
2024-08-27T18:41:52.04816405Z,-0.009002685546875
2024-08-27T18:41:53.066368211Z,-0.0096588134765625
2024-08-27T18:41:54.084400766Z,-0.008575439453125
2024-08-27T18:41:55.085174973Z,-0.008941650390625
2024-08-27T18:41:56.114943457Z,-0.0104827880859375
2024-08-27T18:41:57.114478544Z,-0.0079498291015625
2024-08-27T18:41:58.13440821Z,-0.00836181640625
2024-08-27T18:41:59.151146587Z,-0.0062255859375
2024-08-27T18:42:00.166487945Z,-0.00946044921875
2024-08-27T18:42:01.165079461Z,-0.0089111328125
2024-08-27T18:42:02.177247517Z,-0.00830078125
2024-08-27T18:42:03.2611551Z,-0.009918212890625
2024-08-27T18:42:04.195414551Z,-0.0091705322265625
2024-08-27T18:42:05.214109867Z,-0.010528564453125
2024-08-27T18:42:06.256987885Z,-0.01043701171875
2024-08-27T18:42:07.230011859Z,-0.0133209228515625
2024-08-27T18:42:08.231197688Z,-0.009979248046875
2024-08-27T18:42:09.249546653Z,-0.0095977783203125
2024-08-27T18:42:10.267135977Z,-0.009552001953125
2024-08-27T18:42:11.276298553Z,-0.0106658935546875
2024-08-27T18:42:12.31626907Z,-0.01025390625
2024-08-27T18:42:13.313033828Z,-0.010833740234375
2024-08-27T18:42:14.326645704Z,-0.009246826171875
2024-08-27T18:42:15.34596344Z,-0.00946044921875
2024-08-27T18:42:16.361185569Z,-0.0115966796875
2024-08-27T18:42:17.384020896Z,-0.012603759765625
2024-08-27T18:42:18.398978851Z,-0.008209228515625
2024-08-27T18:42:19.402806439Z,-0.005615234375
2024-08-27T18:42:20.41332399Z,-0.0087127685546875
2024-08-27T18:42:21.41101822Z,-0.010040283203125
2024-08-27T18:42:22.415392935Z,-0.01336669921875
2024-08-27T18:42:23.429032636Z,-0.0079345703125
2024-08-27T18:42:24.45353833Z,-0.0095672607421875
2024-08-27T18:42:25.445530395Z,-0.009765625
2024-08-27T18:42:27.454519776Z,-0.009124755859375
2024-08-27T18:42:27.694461541Z,-0.0125885009765625
2024-08-27T18:42:28.480522479Z,-0.00909423828125
2024-08-27T18:42:29.579384489Z,-0.0058746337890625
2024-08-27T18:42:30.484866675Z,-0.0126190185546875
2024-08-27T18:42:31.501209288Z,-0.0114898681640625
2024-08-27T18:42:32.500532878Z,-0.0107879638671875
2024-08-27T18:42:33.509023191Z,-0.0112762451171875
2024-08-27T18:42:34.527565591Z,-0.0165557861328125
2024-08-27T18:42:35.52813551Z,-0.0090789794921875
2024-08-27T18:42:36.545101296Z,-0.0107421875
2024-08-27T18:42:37.540692161Z,-0.0103912353515625
2024-08-27T18:42:38.562756163Z,-0.009185791015625
2024-08-27T18:42:39.568336816Z,-0.0102691650390625
2024-08-27T18:42:40.574738649Z,-0.0085601806640625
2024-08-27T18:42:41.575473379Z,-0.01025390625
2024-08-27T18:42:42.593895504Z,-0.009124755859375
2024-08-27T18:42:43.59837856Z,-0.009246826171875
2024-08-27T18:42:44.596237846Z,-0.0092315673828125
2024-08-27T18:42:45.610778314Z,-0.0084075927734375
2024-08-27T18:42:46.629260719Z,-0.0089569091796875
2024-08-27T18:42:47.643394489Z,-0.0093231201171875
2024-08-27T18:42:48.658416033Z,0.02410888671875
2024-08-27T18:42:49.677060666Z,-0.01019287109375
2024-08-27T18:42:50.695927989Z,-0.0028533935546875
2024-08-27T18:42:51.694223968Z,-0.00885009765625
2024-08-27T18:42:52.707641821Z,-0.0052947998046875
2024-08-27T18:42:53.706000824Z,-0.00775146484375
2024-08-27T18:42:54.761442012Z,-0.00872802734375
2024-08-27T18:42:55.738179203Z,-0.00933837890625
2024-08-27T18:42:56.759891371Z,-0.010833740234375
2024-08-27T18:42:57.773081154Z,-0.013031005859375
2024-08-27T18:42:58.7730946Z,-0.006927490234375
2024-08-27T18:42:59.793232334Z,-0.0096893310546875
2024-08-27T18:43:00.804828659Z,-0.0137176513671875
2024-08-27T18:43:01.826413598Z,-0.008544921875
2024-08-27T18:43:02.840579316Z,-0.0074462890625
2024-08-27T18:43:03.855468262Z,-0.0091400146484375
2024-08-27T18:43:04.874680795Z,-0.0120697021484375
2024-08-27T18:43:05.898503583Z,-0.010223388671875
2024-08-27T18:43:06.909850279Z,-0.0052642822265625
2024-08-27T18:43:07.921627118Z,-0.012420654296875
2024-08-27T18:43:08.934409918Z,-0.0068511962890625
2024-08-27T18:43:09.954690618Z,-0.011199951171875
