time,value
2024-08-27T18:30:50.750735008Z,-0.884613037109375
2024-08-27T18:30:51.724850734Z,-0.8260345458984375
2024-08-27T18:30:52.745059932Z,-0.9235687255859375
2024-08-27T18:30:53.742510347Z,-0.84368896484375
2024-08-27T18:30:54.765512366Z,-0.7556915283203125
2024-08-27T18:30:55.750091197Z,-0.8584136962890625
2024-08-27T18:30:56.941874213Z,-0.80706787109375
2024-08-27T18:30:57.781182089Z,-0.910369873046875
2024-08-27T18:30:58.775071455Z,-0.8995513916015625
2024-08-27T18:30:59.831892154Z,-0.9423370361328125
2024-08-27T18:31:00.819405434Z,-0.8936767578125
2024-08-27T18:31:01.769087574Z,-0.8911285400390625
2024-08-27T18:31:02.780769306Z,-0.966033935546875
2024-08-27T18:31:03.795048337Z,-0.8701629638671875
2024-08-27T18:31:04.768838784Z,-0.9402313232421875
2024-08-27T18:31:05.79817755Z,-0.7019500732421875
2024-08-27T18:31:06.80791613Z,-1.0082550048828125
2024-08-27T18:31:07.793218276Z,-0.8152008056640625
2024-08-27T18:31:08.788407916Z,-0.7485198974609375
2024-08-27T18:31:09.787215652Z,-0.83795166015625
2024-08-27T18:31:10.787775833Z,-0.7599945068359375
2024-08-27T18:31:11.786418235Z,-0.911865234375
2024-08-27T18:31:12.786977029Z,-0.8227691650390625
2024-08-27T18:31:13.784697417Z,-1.3017120361328125
2024-08-27T18:31:14.788559194Z,-1.00103759765625
2024-08-27T18:31:15.781724732Z,-1.003265380859375
2024-08-27T18:31:16.788496746Z,-1.001800537109375
2024-08-27T18:31:17.7917595Z,-1.002532958984375
2024-08-27T18:31:18.78488881Z,-1.0037689208984375
2024-08-27T18:31:19.788049111Z,-1.0022125244140625
2024-08-27T18:31:20.798282157Z,-1.002349853515625
2024-08-27T18:31:21.789237345Z,-1.0001983642578125
2024-08-27T18:31:22.792926547Z,-1.003387451171875
2024-08-27T18:31:23.816523687Z,-1.0030364990234375
2024-08-27T18:31:24.792664445Z,-1.0010223388671875
2024-08-27T18:31:25.794401777Z,-1.00048828125
2024-08-27T18:31:26.79653105Z,-1.0019989013671875
2024-08-27T18:31:27.795520628Z,-1.001007080078125
2024-08-27T18:31:28.799011079Z,-1.00335693359375
2024-08-27T18:31:29.798382971Z,-1.0030517578125
2024-08-27T18:31:30.808271253Z,-1.0007781982421875
2024-08-27T18:31:31.799079525Z,-1.0030059814453125
2024-08-27T18:31:32.796879157Z,-1.0018463134765625
2024-08-27T18:31:33.803017176Z,-1.0145263671875
2024-08-27T18:31:34.804622674Z,-1.0027008056640625
2024-08-27T18:31:35.800949937Z,-1.003448486328125
2024-08-27T18:31:36.802427997Z,-1.0048370361328125
2024-08-27T18:31:37.808142843Z,-0.9993438720703125
2024-08-27T18:31:38.799741298Z,-1.002960205078125
2024-08-27T18:31:39.805133136Z,-1.0020294189453125
2024-08-27T18:31:40.805572668Z,-0.993194580078125
