2024-08-28 04:58:05,-0.001129150390625
2024-08-28 04:58:06,-0.00653076171875
2024-08-28 04:58:09,-0.0076446533203125
2024-08-28 04:58:12,-0.0116729736328125
2024-08-28 04:58:15,-0.0076904296875
2024-08-28 04:58:18,-0.00531005859375
2024-08-28 04:58:21,-0.0024261474609375
2024-08-28 04:58:25,-0.0044403076171875
2024-08-28 04:58:28,-0.00567626953125
2024-08-28 04:58:31,-0.0066070556640625
2024-08-28 04:58:34,-0.005462646484375
2024-08-28 04:58:37,-0.0077362060546875
2024-08-28 04:58:40,-0.0023193359375
2024-08-28 04:58:43,-0.00909423828125
2024-08-28 04:58:46,-0.0039825439453125
2024-08-28 04:58:49,-0.005035400390625
2024-08-28 04:58:52,-0.0025177001953125
2024-08-28 04:58:55,-0.0054473876953125
2024-08-28 04:58:59,-0.0034332275390625
2024-08-28 04:59:02,-0.00079345703125
2024-08-28 04:59:05,-0.0057220458984375
2024-08-28 04:59:08,-0.0041656494140625
2024-08-28 04:59:11,-0.008392333984375
2024-08-28 04:59:14,-0.0049285888671875
2024-08-28 04:59:17,-0.0060272216796875
2024-08-28 04:59:20,-0.006195068359375
2024-08-28 04:59:23,-0.0066070556640625
2024-08-28 04:59:26,-0.0072021484375
2024-08-28 04:59:29,-0.0049591064453125
2024-08-28 04:59:32,-0.00738525390625
2024-08-28 04:59:35,-0.0023956298828125
2024-08-28 04:59:38,-0.0056304931640625
2024-08-28 04:59:41,-0.006805419921875
2024-08-28 04:59:44,-0.0058135986328125
2024-08-28 04:59:47,-0.005340576171875
2024-08-28 04:59:50,-0.0025482177734375
2024-08-28 04:59:53,-0.005096435546875
2024-08-28 04:59:56,-0.0034942626953125
2024-08-28 04:59:59,-0.0051422119140625
2024-08-28 05:00:02,-0.0046844482421875
2024-08-28 05:00:06,-0.0059967041015625
2024-08-28 05:00:09,-0.003570556640625
2024-08-28 05:00:12,-0.00439453125
2024-08-28 05:00:15,-0.006805419921875
2024-08-28 05:00:18,-0.0053558349609375
2024-08-28 05:00:21,-0.002685546875
2024-08-28 05:00:24,-0.003814697265625
2024-08-28 05:00:27,-0.0031280517578125
